,Title,Artist
677,These Days,"Rudimental Featuring Jess Glynne, Macklemore & Dan Caplen"
678,Tattoo (How 'Bout You),In Real Life
679,Sober,G-Eazy Featuring Charlie Puth
680,The Middle,"Zedd, Maren Morris & Grey"
681,Never Be The Same,Camila Cabello
682,Whatever It Takes,Imagine Dragons
683,Psycho,Post Malone Featuring Ty Dolla $ign
684,Wait,Maroon 5
685,Mine,Bazzi
686,God's Plan,Drake
687,Pray For Me,The Weeknd & Kendrick Lamar
688,Friends,Marshmello & Anne-Marie
689,No Tears Left To Cry,Ariana Grande
690,In My Blood,Shawn Mendes
691,New Rules,Dua Lipa
692,I Like Me Better,Lauv
693,Delicate,Taylor Swift
694,Meant To Be,Bebe Rexha & Florida Georgia Line
695,IDGAF,Dua Lipa
696,All The Stars,Kendrick Lamar & SZA
697,One Kiss,Calvin Harris & Dua Lipa
698,Done For Me,Charlie Puth Featuring Kehlani
699,Nice For What,Drake
700,Back To You,Selena Gomez
701,Alone,Halsey Featuring Big Sean & Stefflon Don
702,On The Loose,Niall Horan
703,Sit Next To Me,Foster The People
704,Everyday,Logic & Marshmello
705,Let Me,Zayn
706,Love Lies,Khalid & Normani
707,Familiar,Liam Payne & J Balvin
708,Sober Up,AJR Featuring Rivers Cuomo
709,Tattoo (How 'Bout You),In Real Life
710,These Days,"Rudimental Featuring Jess Glynne, Macklemore & Dan Caplen"
711,Don't Go Breaking My Heart,Backstreet Boys
712,Sober,G-Eazy Featuring Charlie Puth
713,Move To Miami,Enrique Iglesias Featuring Pitbull
714,Pray,Sam Smith Featuring Logic
715,All Night,Big Boi
716,Home With You,Madison Beer
717,I Like It,"Cardi B, Bad Bunny & J Balvin"
718,X,Nicky Jam x J Balvin
719,Drew Barrymore,Bryce Vine
720,Psycho,Post Malone Featuring Ty Dolla $ign
721,Mine,Bazzi
722,No Tears Left To Cry,Ariana Grande
723,Friends,Marshmello & Anne-Marie
724,Delicate,Taylor Swift
725,The Middle,"Zedd, Maren Morris & Grey"
726,In My Blood,Shawn Mendes
727,Never Be The Same,Camila Cabello
728,I Like Me Better,Lauv
729,Girls Like You,Maroon 5 Featuring Cardi B
730,One Kiss,Calvin Harris & Dua Lipa
731,Nice For What,Drake
732,Back To You,Selena Gomez
733,New Rules,Dua Lipa
734,I Like It,"Cardi B, Bad Bunny & J Balvin"
735,Love Lies,Khalid & Normani
736,Alone,Halsey Featuring Big Sean & Stefflon Don
737,Better Now,Post Malone
738,IDGAF,Dua Lipa
739,Sit Next To Me,Foster The People
740,Growing Pains,Alessia Cara
741,Don't Go Breaking My Heart,Backstreet Boys
742,Youngblood,5 Seconds Of Summer
743,Done For Me,Charlie Puth Featuring Kehlani
744,Familiar,Liam Payne & J Balvin
745,Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B
746,Move To Miami,Enrique Iglesias Featuring Pitbull
747,Home With You,Madison Beer
748,Drew Barrymore,Bryce Vine
749,Remind Me To Forget,Kygo Featuring Miguel
750,All Night,Big Boi
751,Bed,Nicki Minaj Featuring Ariana Grande
752,Lie,NF
753,Let You Be Right,Meghan Trainor
754,Fake Love,BTS
755,Nevermind,Dennis Lloyd
756,All The Stars,Kendrick Lamar & SZA
757,I'm A Mess,Bebe Rexha
758,Almost Love,Sabrina Carpenter
759,Team,Noah Cyrus & MAX
760,Girls Like You,Maroon 5 Featuring Cardi B
761,Friends,Marshmello & Anne-Marie
762,Delicate,Taylor Swift
763,No Tears Left To Cry,Ariana Grande
764,Psycho,Post Malone Featuring Ty Dolla $ign
765,Better Now,Post Malone
766,I Like It,"Cardi B, Bad Bunny & J Balvin"
767,Mine,Bazzi
768,Love Lies,Khalid & Normani
769,One Kiss,Calvin Harris & Dua Lipa
770,Back To You,Selena Gomez
771,I Like Me Better,Lauv
772,Youngblood,5 Seconds Of Summer
773,The Middle,"Zedd, Maren Morris & Grey"
774,Never Be The Same,Camila Cabello
775,In My Blood,Shawn Mendes
776,Growing Pains,Alessia Cara
777,In My Feelings,Drake
778,Nice For What,Drake
779,Don't Go Breaking My Heart,Backstreet Boys
780,Remind Me To Forget,Kygo Featuring Miguel
781,I'm A Mess,Bebe Rexha
782,Bed,Nicki Minaj Featuring Ariana Grande
783,Drew Barrymore,Bryce Vine
784,Lie,NF
785,Home With You,Madison Beer
786,God Is A Woman,Ariana Grande
787,Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B
788,Let You Be Right,Meghan Trainor
789,Nevermind,Dennis Lloyd
790,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone
791,Lucid Dreams,Juice WRLD
792,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
793,All Night,Big Boi
794,The Way I Am,Charlie Puth
795,Solo,Clean Bandit Featuring Demi Lovato
796,SoulMate,Justin Timberlake
797,Boo'd Up,Ella Mai
798,Almost Love,Sabrina Carpenter
799,Eastside,"benny blanco, Halsey & Khalid"
800,Girls Like You,Maroon 5 Featuring Cardi B
801,Better Now,Post Malone
802,Love Lies,Khalid & Normani
803,I Like It,"Cardi B, Bad Bunny & J Balvin"
804,Back To You,Selena Gomez
805,In My Feelings,Drake
806,Youngblood,5 Seconds Of Summer
807,No Tears Left To Cry,Ariana Grande
808,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
809,Delicate,Taylor Swift
810,Psycho,Post Malone Featuring Ty Dolla $ign
811,Mine,Bazzi
812,Friends,Marshmello & Anne-Marie
813,God Is A Woman,Ariana Grande
814,One Kiss,Calvin Harris & Dua Lipa
815,Remind Me To Forget,Kygo Featuring Miguel
816,Growing Pains,Alessia Cara
817,I'm A Mess,Bebe Rexha
818,Side Effects,The Chainsmokers Featuring Emily Warren
819,Lie,NF
820,Drew Barrymore,Bryce Vine
821,Home With You,Madison Beer
822,Lucid Dreams,Juice WRLD
823,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone
824,The Way I Am,Charlie Puth
825,Don't Go Breaking My Heart,Backstreet Boys
826,Eastside,"benny blanco, Halsey & Khalid"
827,Almost Love,Sabrina Carpenter
828,Natural,Imagine Dragons
829,Broken,lovelytheband
830,Nice For What,Drake
831,Beautiful,Bazzi Featuring Camila Cabello
832,Boo'd Up,Ella Mai
833,Happy Now,Zedd & Elley Duhe
834,Solo,Clean Bandit Featuring Demi Lovato
835,2002,Anne-Marie
836,Let You Be Right,Meghan Trainor
837,Taste,Tyga Featuring Offset
838,Rise,Jonas Blue Featuring Jack & Jack
839,Promises,Calvin Harris & Sam Smith
840,Youngblood,5 Seconds Of Summer
841,Love Lies,Khalid & Normani
842,Better Now,Post Malone
843,Girls Like You,Maroon 5 Featuring Cardi B
844,Back To You,Selena Gomez
845,God Is A Woman,Ariana Grande
846,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
847,I Like It,"Cardi B, Bad Bunny & J Balvin"
848,I'm A Mess,Bebe Rexha
849,Lucid Dreams,Juice WRLD
850,Natural,Imagine Dragons
851,In My Feelings,Drake
852,Lie,NF
853,Happier,Marshmello & Bastille
854,Eastside,"benny blanco, Halsey & Khalid"
855,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone
856,The Way I Am,Charlie Puth
857,Drew Barrymore,Bryce Vine
858,Beautiful,Bazzi Featuring Camila Cabello
859,Broken,lovelytheband
860,Almost Love,Sabrina Carpenter
861,Remind Me To Forget,Kygo Featuring Miguel
862,Promises,Calvin Harris & Sam Smith
863,Breathin,Ariana Grande
864,Taste,Tyga Featuring Offset
865,Good,e'
866,Side Effects,The Chainsmokers Featuring Emily Warren
867,Africa,Weezer
868,High Hopes,Panic! At The Disco
869,2002,Anne-Marie
870,Boo'd Up,Ella Mai
871,One Day,Logic Featuring Ryan Tedder
872,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD"
873,Electricity,Silk City x Dua Lipa
874,Lost In Japan,Shawn Mendes X Zedd
875,Sicko Mode,Travis Scott
876,Song About You,Mike Posner
877,Body,Loud Luxury Featuring Brando
878,Only You,Cheat Codes & Little Mix
879,Happy Now,Zedd & Elley Duhe
880,Youngblood,5 Seconds Of Summer
881,God Is A Woman,Ariana Grande
882,Love Lies,Khalid & Normani
883,Girls Like You,Maroon 5 Featuring Cardi B
884,Better Now,Post Malone
885,Happier,Marshmello & Bastille
886,Lucid Dreams,Juice WRLD
887,Back To You,Selena Gomez
888,Lie,NF
889,I'm A Mess,Bebe Rexha
890,Eastside,"benny blanco, Halsey & Khalid"
891,Breathin,Ariana Grande
892,Natural,Imagine Dragons
893,Beautiful,Bazzi Featuring Camila Cabello
894,High Hopes,Panic! At The Disco
895,Broken,lovelytheband
896,Lost In Japan,Shawn Mendes X Zedd
897,Drew Barrymore,Bryce Vine
898,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone
899,Without Me,Halsey
900,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
901,Promises,Calvin Harris & Sam Smith
902,Electricity,Silk City x Dua Lipa
903,Taste,Tyga Featuring Offset
904,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD"
905,Consequences,Camila Cabello
906,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee
907,Sicko Mode,Travis Scott
908,In My Feelings,Drake
909,Don't Matter To Me,Drake Featuring Michael Jackson
910,This Feeling,The Chainsmokers Featuring Kelsea Ballerini
911,Trust My Lonely,Alessia Cara
912,Body,Loud Luxury Featuring Brando
913,Shallow,Lady Gaga & Bradley Cooper
914,Better,Khalid
915,Be Alright,Dean Lewis
916,Song About You,Mike Posner
917,I Love It,Kanye West & Lil Pump
918,Tequila,Dan + Shay
919,My Blood,twenty one pilots
920,Happier,Marshmello & Bastille
921,High Hopes,Panic! At The Disco
922,Breathin,Ariana Grande
923,Youngblood,5 Seconds Of Summer
924,Love Lies,Khalid & Normani
925,Girls Like You,Maroon 5 Featuring Cardi B
926,Better Now,Post Malone
927,Lie,NF
928,Eastside,"benny blanco, Halsey & Khalid"
929,Without Me,Halsey
930,God Is A Woman,Ariana Grande
931,Lucid Dreams,Juice WRLD
932,Beautiful,Bazzi Featuring Camila Cabello
933,Broken,lovelytheband
934,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee
935,Lost In Japan,Shawn Mendes X Zedd
936,"Thank U, Next",Ariana Grande
937,Electricity,Silk City x Dua Lipa
938,Consequences,Camila Cabello
939,Sicko Mode,Travis Scott
940,Natural,Imagine Dragons
941,Thunderclouds,"Labrinth, Sia & Diplo Present... LSD"
942,Shallow,Lady Gaga & Bradley Cooper
943,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
944,This Feeling,The Chainsmokers Featuring Kelsea Ballerini
945,Better,Khalid
946,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
947,Don't Matter To Me,Drake Featuring Michael Jackson
948,Trust My Lonely,Alessia Cara
949,Be Alright,Dean Lewis
950,Tequila,Dan + Shay
951,8 Letters,Why Don't We
952,Body,Loud Luxury Featuring Brando
953,Ruin My Life,Zara Larsson
954,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
955,Promises,Calvin Harris & Sam Smith
956,My Blood,twenty one pilots
957,In My Feelings,Drake
958,Waste It On Me,Steve Aoki Featuring BTS
959,MIA,Bad Bunny Featuring Drake
960,Side To Side,Ariana Grande Featuring Nicki Minaj
961,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
962,Scars To Your Beautiful,Alessia Cara
963,Closer,The Chainsmokers Featuring Halsey
964,Starboy,The Weeknd Featuring Daft Punk
965,Starving,Hailee Steinfeld & Grey Featuring Zedd
966,Let Me Love You,DJ Snake Featuring Justin Bieber
967,24K Magic,Bruno Mars
968,Bad Things,Machine Gun Kelly x Camila Cabello
969,Love On The Brain,Rihanna
970,The Greatest,Sia Featuring Kendrick Lamar
971,Heathens,twenty one pilots
972,This Town,Niall Horan
973,All Time Low,Jon Bellion
974,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
975,Black Beatles,Rae Sremmurd Featuring Gucci Mane
976,Mercy,Shawn Mendes
977,In The Name Of Love,Martin Garrix & Bebe Rexha
978,I Feel It Coming,The Weeknd Featuring Daft Punk
979,Water Under The Bridge,Adele
980,Love Me Now,John Legend
981,Fake Love,Drake
982,Blow Your Mind (Mwah),Dua Lipa
983,I Got You,Bebe Rexha
984,Guys My Age,Hey Violet
985,You're Not There,Lukas Graham
986,Slumber Party,Britney Spears Featuring Tinashe
987,Million Reasons,Lady Gaga
988,Say It,Flume Featuring Tove Lo
989,Kids,OneRepublic
990,Caroline,Amine
991,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
992,Words,Daya
993,Alarm,Anne-Marie
994,That's My Girl,Fifth Harmony
995,HandClap,Fitz And The Tantrums
996,All On You,Nick Fradiani
997,Broccoli,D.R.A.M. Featuring Lil Yachty
998,Rocka,e'
999,Way Down We Go,KALEO
1000,Scars To Your Beautiful,Alessia Cara
1001,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
1002,Bad Things,Machine Gun Kelly x Camila Cabello
1003,Side To Side,Ariana Grande Featuring Nicki Minaj
1004,Starving,Hailee Steinfeld & Grey Featuring Zedd
1005,Closer,The Chainsmokers Featuring Halsey
1006,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
1007,Love On The Brain,Rihanna
1008,I Feel It Coming,The Weeknd Featuring Daft Punk
1009,Starboy,The Weeknd Featuring Daft Punk
1010,Shape Of You,Ed Sheeran
1011,Let Me Love You,DJ Snake Featuring Justin Bieber
1012,24K Magic,Bruno Mars
1013,Mercy,Shawn Mendes
1014,This Town,Niall Horan
1015,Black Beatles,Rae Sremmurd Featuring Gucci Mane
1016,All Time Low,Jon Bellion
1017,Water Under The Bridge,Adele
1018,Paris,The Chainsmokers
1019,Fake Love,Drake
1020,Love Me Now,John Legend
1021,I Got You,Bebe Rexha
1022,Guys My Age,Hey Violet
1023,Rocka,e'
1024,The Greatest,Sia Featuring Kendrick Lamar
1025,You're Not There,Lukas Graham
1026,Make Me (Cry),Noah Cyrus Featuring Labrinth
1027,Say It,Flume Featuring Tove Lo
1028,HandClap,Fitz And The Tantrums
1029,Caroline,Amine
1030,Words,Daya
1031,Million Reasons,Lady Gaga
1032,Slumber Party,Britney Spears Featuring Tinashe
1033,In The Name Of Love,Martin Garrix & Bebe Rexha
1034,Dancing On My Own,Calum Scott
1035,Way Down We Go,KALEO
1036,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
1037,Blow Your Mind (Mwah),Dua Lipa
1038,That's What I Like,Bruno Mars
1039,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy
1040,Shape Of You,Ed Sheeran
1041,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
1042,Love On The Brain,Rihanna
1043,I Feel It Coming,The Weeknd Featuring Daft Punk
1044,Paris,The Chainsmokers
1045,That's What I Like,Bruno Mars
1046,Mercy,Shawn Mendes
1047,Rocka,e'
1048,Chained To The Rhythm,Katy Perry Featuring Skip Marley
1049,Down,Marian Hill
1050,Bad Things,Machine Gun Kelly x Camila Cabello
1051,Scars To Your Beautiful,Alessia Cara
1052,It Ain't Me,Kygo x Selena Gomez
1053,Cold,Maroon 5 Featuring Future
1054,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
1055,Issues,Julia Michaels
1056,Million Reasons,Lady Gaga
1057,Something Just Like This,The Chainsmokers & Coldplay
1058,Stay,Zedd & Alessia Cara
1059,Everyday,Ariana Grande Featuring Future
1060,Say You Won't Let Go,James Arthur
1061,Heavy,Linkin Park Featuring Kiiara
1062,Green Light,Lorde
1063,Make Me (Cry),Noah Cyrus Featuring Labrinth
1064,Bounce Back,Big Sean
1065,Call On Me,Starley
1066,Water Under The Bridge,Adele
1067,Thumbs,Sabrina Carpenter
1068,Slide,Calvin Harris Featuring Frank Ocean & Migos
1069,Fake Love,Drake
1070,Cake,Flo Rida & 99 Percent
1071,Scared To Be Lonely,Martin Garrix & Dua Lipa
1072,Play That Song,Train
1073,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
1074,I Got You,Bebe Rexha
1075,iSpy,KYLE Featuring Lil Yachty
1076,Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj
1077,Weak,AJR
1078,Bad And Boujee,Migos Featuring Lil Uzi Vert
1079,Shining,DJ Khaled Featuring Beyonce & JAY Z
1080,That's What I Like,Bruno Mars
1081,Shape Of You,Ed Sheeran
1082,Paris,The Chainsmokers
1083,Rocka,e'
1084,It Ain't Me,Kygo x Selena Gomez
1085,Something Just Like This,The Chainsmokers & Coldplay
1086,Stay,Zedd & Alessia Cara
1087,Cold,Maroon 5 Featuring Future
1088,I Feel It Coming,The Weeknd Featuring Daft Punk
1089,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
1090,Issues,Julia Michaels
1091,Say You Won't Let Go,James Arthur
1092,Love On The Brain,Rihanna
1093,Chained To The Rhythm,Katy Perry Featuring Skip Marley
1094,Slide,Calvin Harris Featuring Frank Ocean & Migos
1095,Sign Of The Times,Harry Styles
1096,Heavy,Linkin Park Featuring Kiiara
1097,Now Or Never,Halsey
1098,iSpy,KYLE Featuring Lil Yachty
1099,Call On Me,Starley
1100,Castle On The Hill,Ed Sheeran
1101,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld
1102,Still Got Time,Zayn Featuring PARTYNEXTDOOR
1103,Passionfruit,Drake
1104,Cake,Flo Rida & 99 Percent
1105,Down,Marian Hill
1106,Scared To Be Lonely,Martin Garrix & Dua Lipa
1107,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
1108,Bounce Back,Big Sean
1109,Play That Song,Train
1110,I Love You,Axwell & Ingrosso Featuring Kid Ink
1111,Weak,AJR
1112,Believer,Imagine Dragons
1113,Million Reasons,Lady Gaga
1114,Good Life,G-Eazy & Kehlani
1115,Kissing Strangers,DNCE Featuring Nicki Minaj
1116,Green Light,Lorde
1117,Human,Rag'n'Bone Man
1118,The Cure,Lady Gaga
1119,No Promises,Cheat Codes Featuring Demi Lovato
1120,Something Just Like This,The Chainsmokers & Coldplay
1121,That's What I Like,Bruno Mars
1122,It Ain't Me,Kygo x Selena Gomez
1123,Stay,Zedd & Alessia Cara
1124,Shape Of You,Ed Sheeran
1125,Say You Won't Let Go,James Arthur
1126,Issues,Julia Michaels
1127,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
1128,Slide,Calvin Harris Featuring Frank Ocean & Migos
1129,Castle On The Hill,Ed Sheeran
1130,Now Or Never,Halsey
1131,Sign Of The Times,Harry Styles
1132,Rocka,e'
1133,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
1134,Passionfruit,Drake
1135,Paris,The Chainsmokers
1136,Heavy,Linkin Park Featuring Kiiara
1137,There's Nothing Holdin' Me Back,Shawn Mendes
1138,Cold,Maroon 5 Featuring Future
1139,The Cure,Lady Gaga
1140,Scared To Be Lonely,Martin Garrix & Dua Lipa
1141,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
1142,Believer,Imagine Dragons
1143,Attention,Charlie Puth
1144,iSpy,KYLE Featuring Lil Yachty
1145,Slow Hands,Niall Horan
1146,Malibu,Miley Cyrus
1147,Kissing Strangers,DNCE Featuring Nicki Minaj
1148,Play That Song,Train
1149,Weak,AJR
1150,Bad Liar,Selena Gomez
1151,Human,Rag'n'Bone Man
1152,No Promises,Cheat Codes Featuring Demi Lovato
1153,Body Like A Back Road,Sam Hunt
1154,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld
1155,Humble.,Kendrick Lamar
1156,Break My Heart,Hey Violet
1157,Congratulations,Post Malone Featuring Quavo
1158,Si Una Vez (If I Once),Play-N-Skillz Featuring Frankie J And Wisin & Leslie Grace or Becky G & Kap G
1159,Cake,Flo Rida & 99 Percent
1160,Stay,Zedd & Alessia Cara
1161,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
1162,It Ain't Me,Kygo x Selena Gomez
1163,Something Just Like This,The Chainsmokers & Coldplay
1164,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
1165,That's What I Like,Bruno Mars
1166,Issues,Julia Michaels
1167,Say You Won't Let Go,James Arthur
1168,Shape Of You,Ed Sheeran
1169,Now Or Never,Halsey
1170,Castle On The Hill,Ed Sheeran
1171,There's Nothing Holdin' Me Back,Shawn Mendes
1172,Believer,Imagine Dragons
1173,Bad Liar,Selena Gomez
1174,Sign Of The Times,Harry Styles
1175,Malibu,Miley Cyrus
1176,Slow Hands,Niall Horan
1177,Attention,Charlie Puth
1178,2U,David Guetta Featuring Justin Bieber
1179,Crying In The Club,Camila Cabello
1180,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
1181,Body Like A Back Road,Sam Hunt
1182,The Cure,Lady Gaga
1183,Strip That Down,Liam Payne Featuring Quavo
1184,Slide,Calvin Harris Featuring Frank Ocean & Migos
1185,Humble.,Kendrick Lamar
1186,Cold,Maroon 5 Featuring Future
1187,Redbone,Childish Gambino
1188,Weak,AJR
1189,No Promises,Cheat Codes Featuring Demi Lovato
1190,Passionfruit,Drake
1191,Down,Fifth Harmony Featuring Gucci Mane
1192,Congratulations,Post Malone Featuring Quavo
1193,Swish Swish,Katy Perry Featuring Nicki Minaj
1194,Most Girls,Hailee Steinfeld
1195,Versace On The Floor,Bruno Mars
1196,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
1197,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
1198,Break My Heart,Hey Violet
1199,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
1200,Slow Hands,Niall Horan
1201,Strip That Down,Liam Payne Featuring Quavo
1202,Attention,Charlie Puth
1203,There's Nothing Holdin' Me Back,Shawn Mendes
1204,Look What You Made Me Do,Taylor Swift
1205,Feel It Still,Portugal. The Man
1206,No Promises,Cheat Codes Featuring Demi Lovato
1207,Believer,Imagine Dragons
1208,Unforgettable,French Montana Featuring Swae Lee
1209,Sorry Not Sorry,Demi Lovato
1210,Friends,Justin Bieber + BloodPop
1211,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
1212,What Lovers Do,Maroon 5 Featuring SZA
1213,Praying,Kesha
1214,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
1215,What About Us,P!nk
1216,Too Good At Good,es'
1217,Bad At Love,Halsey
1218,Glorious,Macklemore Featuring Skylar Grey
1219,Fetish,Selena Gomez Featuring Gucci Mane
1220,...Ready For It?,Taylor Swift
1221,Body Like A Back Road,Sam Hunt
1222,Lights Down Low,MAX Featuring gnash
1223,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
1224,New Rules,Dua Lipa
1225,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo"
1226,Mi Gente,J Balvin & Willy William Featuring Beyonce
1227,Thunder,Imagine Dragons
1228,Love So Soft,Kelly Clarkson
1229,Location,Khalid
1230,Havana,Camila Cabello Featuring Young Thug
1231,Why,Sabrina Carpenter
1232,Something Different,Why Don't We
1233,Hoodie,Hey Violet
1234,Redbone,Childish Gambino
1235,Two Ghosts,Harry Styles
1236,Bodak Yellow (Money Moves),Cardi B
1237,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
1238,Do Re Mi,blackbear
1239,Would You Mind,PRETTYMUCH
1240,Sorry Not Sorry,Demi Lovato
1241,Feel It Still,Portugal. The Man
1242,Strip That Down,Liam Payne Featuring Quavo
1243,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
1244,Attention,Charlie Puth
1245,Slow Hands,Niall Horan
1246,Look What You Made Me Do,Taylor Swift
1247,What Lovers Do,Maroon 5 Featuring SZA
1248,Unforgettable,French Montana Featuring Swae Lee
1249,No Promises,Cheat Codes Featuring Demi Lovato
1250,Praying,Kesha
1251,Thunder,Imagine Dragons
1252,There's Nothing Holdin' Me Back,Shawn Mendes
1253,What About Us,P!nk
1254,Too Good At Good,es'
1255,Bad At Love,Halsey
1256,Havana,Camila Cabello Featuring Young Thug
1257,Perfect,Ed Sheeran
1258,New Rules,Dua Lipa
1259,...Ready For It?,Taylor Swift
1260,Mi Gente,J Balvin & Willy William Featuring Beyonce
1261,Lights Down Low,MAX Featuring gnash
1262,Love So Soft,Kelly Clarkson
1263,Rockstar,Post Malone Featuring 21 Savage
1264,Bodak Yellow (Money Moves),Cardi B
1265,How Long,Charlie Puth
1266,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
1267,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
1268,Why,Sabrina Carpenter
1269,Young Dumb & Broke,Khalid
1270,Do Re Mi,blackbear
1271,Good Old Days,Macklemore Featuring Kesha
1272,Too Much To Ask,Niall Horan
1273,Find You,Nick Jonas
1274,He Like That,Fifth Harmony
1275,Dusk Till Dawn,Zayn Featuring Sia
1276,Friends,Justin Bieber + BloodPop
1277,Location,Khalid
1278,I Like Me Better,Lauv
1279,Silence,Marshmello Featuring Khalid
1280,Thunder,Imagine Dragons
1281,Feel It Still,Portugal. The Man
1282,Havana,Camila Cabello Featuring Young Thug
1283,Sorry Not Sorry,Demi Lovato
1284,What Lovers Do,Maroon 5 Featuring SZA
1285,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
1286,Bad At Love,Halsey
1287,Strip That Down,Liam Payne Featuring Quavo
1288,Praying,Kesha
1289,Perfect,Ed Sheeran
1290,What About Us,P!nk
1291,Too Good At Good,es'
1292,Attention,Charlie Puth
1293,...Ready For It?,Taylor Swift
1294,New Rules,Dua Lipa
1295,Rockstar,Post Malone Featuring 21 Savage
1296,How Long,Charlie Puth
1297,Mi Gente,J Balvin & Willy William Featuring Beyonce
1298,Lights Down Low,MAX Featuring gnash
1299,Wolves,Selena Gomez X Marshmello
1300,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
1301,Good Old Days,Macklemore Featuring Kesha
1302,Love So Soft,Kelly Clarkson
1303,Too Much To Ask,Niall Horan
1304,Young Dumb & Broke,Khalid
1305,Let You Down,NF
1306,Do Re Mi,blackbear
1307,Bodak Yellow (Money Moves),Cardi B
1308,Why,Sabrina Carpenter
1309,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty
1310,Look What You Made Me Do,Taylor Swift
1311,End Game,Taylor Swift Featuring Ed Sheeran & Future
1312,Dusk Till Dawn,Zayn Featuring Sia
1313,Silence,Marshmello Featuring Khalid
1314,Meant To Be,Bebe Rexha & Florida Georgia Line
1315,I Like Me Better,Lauv
1316,Feels Great,Cheat Codes Featuring Fetty Wap & CVBZ
1317,New,Daya
1318,Bedroom Floor,Liam Payne
1319,Kiwi,Harry Styles
1320,Sorry,Justin Bieber
1321,Hello,Adele
1322,Same Old Love,Selena Gomez
1323,Here,Alessia Cara
1324,On My Mind,Ellie Goulding
1325,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
1326,In The Night,The Weeknd
1327,Stitches,Shawn Mendes
1328,Hotline Bling,Drake
1329,Confident,Demi Lovato
1330,Perfect,One Direction
1331,Wildest Dreams,Taylor Swift
1332,Roses,The Chainsmokers Featuring Rozes
1333,Hide Away,Daya
1334,Ex's & Oh's,Elle King
1335,Stressed Out,twenty one pilots
1336,What Do You Mean?,Justin Bieber
1337,The Hills,The Weeknd
1338,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
