,Title,Artist
868,Lucid Dreams,Juice WRLD
869,Finesse,Bruno Mars
870,Powerglide,Rae Sremmurd
871,Overdose,YoungBoy Never Broke Again
872,KOD,J. Cole
873,Ball For Me,Post Malone
874,Stir Fry,Migos
875,Japan,Famous Dex
876,All Girls Are The Same,Juice WRLD
877,Esskeetit,Lil Pump
878,Watch,Travis Scott
879,King's Dead,"Jay Rock, Kendrick Lamar, Future"
880,Rich & Sad,Post Malone
881,Paranoid,Post Malone
882,Shoota,Playboi Carti
883,Change Lanes,Kevin Gates
884,OTW,"Khalid, Ty Dolla $ign"
885,Drip,Cardi B
886,Like That,Kris Wu
887,Spoil My Night,Post Malone
888,Southside,Lil Baby
889,Life Goes On,Lil Baby
890,Let It Sing,Kevin Gates
891,Welcome To The Party,"Diplo, French Montana"
892,Champion,NAV
893,Red Roses,Lil Skies
894,ATM,J. Cole
895,Sativa,Jhene Aiko
896,Everyday,Logic
897,Kevin's Heart,J. Cole
898,Moonlight,XXXTENTACION
899,Lust,Lil Skies
900,I Like It,"Cardi B, Bad Bunny"
901,Sad!,XXXTENTACION
902,Lucid Dreams,Juice WRLD
903,Psycho,Post Malone
904,Nice For What,Drake
905,Boo'd Up,Ella Mai
906,God's Plan,Drake
907,Yes Indeed,Lil Baby
908,Moonlight,XXXTENTACION
909,Better Now,Post Malone
910,Plug Walk,Rich The Kid
911,Changes,XXXTENTACION
912,Apes**t,The Carters
913,This Is America,Childish Gambino
914,Jocelyn Flores,XXXTENTACION
915,I'm Upset,Drake
916,Look Alive,BlocBoy JB
917,Walk It Talk It,Migos
918,Taste,Tyga
919,Be Careful,Cardi B
920,F**k Love,XXXTENTACION
921,All Girls Are The Same,Juice WRLD
922,Everybody Dies In Their Nightmares,XXXTENTACION
923,Freaky Friday,Lil Dicky
924,All Mine,Kanye West
925,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION
926,Big Bank,YG
927,Ball For Me,Post Malone
928,Bigger > You,"2 Chainz, Drake"
929,Chun-Li,Nicki Minaj
930,Japan,Famous Dex
931,Legends,Juice WRLD
932,Bed,Nicki Minaj
933,KOD,J. Cole
934,Hope,XXXTENTACION
935,Esskeetit,Lil Pump
936,TATI,6ix9ine
937,Yikes,Kanye West
938,Call Out My Name,The Weeknd
939,I Know You,Lil Skies
940,Medicine,Queen Naija
941,Praise The Lord (Da Shine),A$AP Rocky
942,Powerglide,Rae Sremmurd
943,Life Goes On,Lil Baby
944,Overdose,YoungBoy Never Broke Again
945,OTW,"Khalid, Ty Dolla $ign"
946,Boss,The Carters
947,Sativa,Jhene Aiko
948,Ocean,TK Kravitz
949,Drip,Cardi B
950,In My Feelings,Drake
951,I Like It,"Cardi B, Bad Bunny"
952,FEFE,6ix9ine
953,Better Now,Post Malone
954,Nice For What,Drake
955,Boo'd Up,Ella Mai
956,Lucid Dreams,Juice WRLD
957,Psycho,Post Malone
958,Taste,Tyga
959,God's Plan,Drake
960,Yes Indeed,Lil Baby
961,Sad!,XXXTENTACION
962,Big Bank,YG
963,Nonstop,Drake
964,Apes**t,The Carters
965,I'm Upset,Drake
966,Moonlight,XXXTENTACION
967,This Is America,Childish Gambino
968,Be Careful,Cardi B
969,Changes,XXXTENTACION
970,Mob Ties,Drake
971,Don't Matter To Me,Drake
972,Bed,Nicki Minaj
973,All Girls Are The Same,Juice WRLD
974,I Might Need Security,Chance The Rapper
975,Medicine,Queen Naija
976,Wasted,Juice WRLD
977,Summertime Magic,Childish Gambino
978,Freaky Friday,Lil Dicky
979,Level Up,Ciara
980,Ocean,TK Kravitz
981,OTW,"Khalid, Ty Dolla $ign"
982,Best Part,Daniel Caesar
983,1942,G-Eazy
984,Ball For Me,Post Malone
985,Call Out My Name,The Weeknd
986,All Mine,Kanye West
987,Narcos,Migos
988,Hopeless Romantic,Wiz Khalifa
989,Praise The Lord (Da Shine),A$AP Rocky
990,Lie,NF
991,Can't Take A Joke,Drake
992,Emotionless,Drake
993,Creeping,Lil Skies
994,Elevate,Drake
995,Fr Fr,Wiz Khalifa
996,That's On Me,Yella Beezy
997,Chun-Li,Nicki Minaj
998,TATI,6ix9ine
999,Everybody Dies In Their Nightmares,XXXTENTACION
1000,In My Feelings,Drake
1001,I Like It,"Cardi B, Bad Bunny"
1002,FEFE,6ix9ine
1003,Better Now,Post Malone
1004,Lucid Dreams,Juice WRLD
1005,Sicko Mode,Travis Scott
1006,Taste,Tyga
1007,No Brainer,DJ Khaled
1008,Boo'd Up,Ella Mai
1009,Yes Indeed,Lil Baby
1010,Psycho,Post Malone
1011,Nice For What,Drake
1012,Nonstop,Drake
1013,Big Bank,YG
1014,Sad!,XXXTENTACION
1015,Stargazing,Travis Scott
1016,Barbie Dreams,Nicki Minaj
1017,Apes**t,The Carters
1018,Moonlight,XXXTENTACION
1019,Yosemite,Travis Scott
1020,Respect,Aretha Franklin
1021,All Girls Are The Same,Juice WRLD
1022,Medicine,Queen Naija
1023,Trip,Ella Mai
1024,Be Careful,Cardi B
1025,Lean Wit Me,Juice WRLD
1026,Level Up,Ciara
1027,I'm Upset,Drake
1028,1942,G-Eazy
1029,That's On Me,Yella Beezy
1030,Chanel (Go Get It),Young Thug
1031,Changes,XXXTENTACION
1032,Taking A Walk,Trippie Redd
1033,Best Part,Daniel Caesar
1034,Ring,Cardi B
1035,Made For Now,Janet
1036,Bed,Nicki Minaj
1037,This Is America,Childish Gambino
1038,W O R K I N  M E,Quavo
1039,Lie,NF
1040,Chun-Li,Nicki Minaj
1041,Can't Say,Travis Scott
1042,Narcos,Migos
1043,Stop Trying To Be God,Travis Scott
1044,Wasted,Juice WRLD
1045,OTW,"Khalid, Ty Dolla $ign"
1046,Mob Ties,Drake
1047,Smile (Living My Best Life),Lil' Duval
1048,Wake Up,Travis Scott
1049,Dangerous,Meek Mill
1050,Lucid Dreams,Juice WRLD
1051,Better Now,Post Malone
1052,In My Feelings,Drake
1053,Killshot,Eminem
1054,Sicko Mode,Travis Scott
1055,I Like It,"Cardi B, Bad Bunny"
1056,FEFE,6ix9ine
1057,I Love It,Kanye West
1058,Taste,Tyga
1059,Nonstop,Drake
1060,No Brainer,DJ Khaled
1061,Trip,Ella Mai
1062,Yes Indeed,Lil Baby
1063,New Patek,Lil Uzi Vert
1064,Drip Too Hard,Lil Baby
1065,Big Bank,YG
1066,Lucky You,Eminem
1067,Mo Bamba,Sheck Wes
1068,Wake Up In The Sky,Gucci Mane
1069,Nice For What,Drake
1070,Rap Devil,Machine Gun Kelly
1071,No Stylist,French Montana
1072,Ring,Cardi B
1073,Moonlight,XXXTENTACION
1074,Smile (Living My Best Life),Lil' Duval
1075,Better,Khalid
1076,Lie,NF
1077,W O R K I N  M E,Quavo
1078,Medicine,Queen Naija
1079,That's On Me,Yella Beezy
1080,Barbie Dreams,Nicki Minaj
1081,All Girls Are The Same,Juice WRLD
1082,Fall,Eminem
1083,Best Part,Daniel Caesar
1084,Dangerous,Meek Mill
1085,Leave Me Alone,Flipp Dinero
1086,Noticed,Lil Mosey
1087,Yosemite,Travis Scott
1088,Stargazing,Travis Scott
1089,Lean Wit Me,Juice WRLD
1090,Self Care,Mac Miller
1091,OTW,"Khalid, Ty Dolla $ign"
1092,Backin' It Up,Pardison Fontaine
1093,The Ringer,Eminem
1094,Apes**t,The Carters
1095,Hopeless Romantic,Wiz Khalifa
1096,Major,Young Dolph
1097,Sin,Young Thug
1098,Murder On My Mind,YNW Melly
1099,I Am Who They Say I Am,YoungBoy Never Broke Again
1100,Sicko Mode,Travis Scott
1101,Lucid Dreams,Juice WRLD
1102,Better Now,Post Malone
1103,ZEZE,Kodak Black
1104,Drip Too Hard,Lil Baby
1105,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone
1106,Mo Bamba,Sheck Wes
1107,I Like It,"Cardi B, Bad Bunny"
1108,Trip,Ella Mai
1109,Taste,Tyga
1110,Nonstop,Drake
1111,In My Feelings,Drake
1112,FEFE,6ix9ine
1113,Fine China,Future
1114,Yes Indeed,Lil Baby
1115,Big Bank,YG
1116,Uproar,Lil Wayne
1117,Better,Khalid
1118,I Love It,Kanye West
1119,Wake Up In The Sky,Gucci Mane
1120,Close Friends,Lil Baby
1121,Ring,Cardi B
1122,STOOPID,6ix9ine
1123,Never Recover,Lil Baby
1124,Lie,NF
1125,Leave Me Alone,Flipp Dinero
1126,Money,Cardi B
1127,Mona Lisa,Lil Wayne
1128,Smile (Living My Best Life),Lil' Duval
1129,W O R K I N  M E,Quavo
1130,No Stylist,French Montana
1131,Dangerous,Meek Mill
1132,Jet Lag,Future
1133,No Brainer,DJ Khaled
1134,Venom,Eminem
1135,Lucky You,Eminem
1136,Killshot,Eminem
1137,Noticed,Lil Mosey
1138,Astronauts,Future
1139,Saturday Nights,Khalid
1140,Best Part,Daniel Caesar
1141,That's On Me,Yella Beezy
1142,Suncity,Khalid
1143,Vertigo,Khalid
1144,New Patek,Lil Uzi Vert
1145,Yacht Club,Lil Yachty
1146,Make It Back,Juice WRLD
1147,Backin' It Up,Pardison Fontaine
1148,Get Dripped,Lil Yachty
1149,Red Bentley,Future
1150,Sicko Mode,Travis Scott
1151,Lucid Dreams,Juice WRLD
1152,Mo Bamba,Sheck Wes
1153,Drip Too Hard,Lil Baby
1154,ZEZE,Kodak Black
1155,Better Now,Post Malone
1156,Wake Up In The Sky,Gucci Mane
1157,Trip,Ella Mai
1158,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone
1159,Money,Cardi B
1160,In My Feelings,Drake
1161,Taste,Tyga
1162,Leave Me Alone,Flipp Dinero
1163,Nonstop,Drake
1164,Uproar,Lil Wayne
1165,FEFE,6ix9ine
1166,BAD!,XXXTENTACION
1167,Ring,Cardi B
1168,Better,Khalid
1169,Lie,NF
1170,Arms Around You,XXXTENTACION x Lil Pump
1171,Dangerous,Meek Mill
1172,Armed And Dangerous,Juice WRLD
1173,Big Bank,YG
1174,That's On Me,Yella Beezy
1175,Close Friends,Lil Baby
1176,Smile (Living My Best Life),Lil' Duval
1177,Topanga,Trippie Redd
1178,10 Freaky Girls,Metro Boomin
1179,Fine China,Future
1180,Backin' It Up,Pardison Fontaine
1181,No Stylist,French Montana
1182,1400 / 999 Freestyle,Trippie Redd
1183,Never Recover,Lil Baby
1184,Dip,Tyga
1185,Talk To Me,Tory Lanez
1186,Space Cadet,Metro Boomin
1187,I Love It,Kanye West
1188,Don't Come Out The House,Metro Boomin
1189,Take One,Kodak Black
1190,Best Part,Daniel Caesar
1191,STOOPID,6ix9ine
1192,W O R K I N  M E,Quavo
1193,Lucky You,Eminem
1194,Mona Lisa,Lil Wayne
1195,Twerk,City Girls
1196,Noticed,Lil Mosey
1197,Killshot,Eminem
1198,No Brainer,DJ Khaled
1199,Don't Matter To Me,Drake
1200,Starboy,The Weeknd
1201,Black Beatles,Rae Sremmurd
1202,24K Magic,Bruno Mars
1203,Juju On That Beat (TZ Anthem),Zay Hilfigerrr
1204,Bad Things,Machine Gun Kelly x Camila Cabello
1205,Fake Love,Drake
1206,Caroline,Amine
1207,Bad And Boujee,Migos
1208,OOOUUU,Young M.A
1209,Love On The Brain,Rihanna
1210,Bounce Back,Big Sean
1211,I Feel It Coming,The Weeknd
1212,Deja Vu,J. Cole
1213,Chill Bill,Rob $tone
1214,Love Me Now,John Legend
1215,Both,Gucci Mane
1216,X,21 Savage
1217,Party Monster,The Weeknd
1218,You Was Right,Lil Uzi Vert
1219,No Heart,21 Savage
1220,Neighbors,J. Cole
1221,Used To This,Future
1222,Do You Mind,DJ Khaled
1223,Party,Chris Brown
1224,Immortal,J. Cole
1225,Too Much Sauce,DJ ESCO
1226,Redbone,Childish Gambino
1227,Sneakin,Drake
1228,Change,J. Cole
1229,Selfish,PnB Rock
1230,Ville Mentality,J. Cole
1231,She's Mine Pt.1,J. Cole
1232,OTW,DJ Luke Nasty
1233,Red Opps,21 Savage
1234,For Whom The Bell Tolls,J. Cole
1235,Six Feet Under,The Weeknd
1236,Reminder,The Weeknd
1237,Sidewalks,The Weeknd
1238,Foldin Clothes,J. Cole
1239,Swang,Rae Sremmurd
1240,Versace On The Floor,Bruno Mars
1241,Congratulations,Post Malone
1242,4 Your Eyez Only,J. Cole
1243,Deja Vu,Post Malone
1244,My Sh*t,A Boogie Wit da Hoodie
1245,Timeless,A Boogie Wit da Hoodie
1246,Baptized In Fire,Kid Cudi
1247,Everybody Dies,J. Cole
1248,False Prophets,J. Cole
1249,Water,Ugly God
1250,Bad And Boujee,Migos
1251,Black Beatles,Rae Sremmurd
1252,Starboy,The Weeknd
1253,Bad Things,Machine Gun Kelly x Camila Cabello
1254,24K Magic,Bruno Mars
1255,Fake Love,Drake
1256,Caroline,Amine
1257,Bounce Back,Big Sean
1258,Love On The Brain,Rihanna
1259,Juju On That Beat (TZ Anthem),Zay Hilfigerrr
1260,I Feel It Coming,The Weeknd
1261,Love Me Now,John Legend
1262,iSpy,KYLE
1263,Party Monster,The Weeknd
1264,X,21 Savage
1265,Chill Bill,Rob $tone
1266,T-Shirt,Migos
1267,Both,Gucci Mane
1268,Party,Chris Brown
1269,Deja Vu,J. Cole
1270,Used To This,Future
1271,No Heart,21 Savage
1272,OOOUUU,Young M.A
1273,Selfish,PnB Rock
1274,Too Much Sauce,DJ ESCO
1275,Swang,Rae Sremmurd
1276,Redbone,Childish Gambino
1277,Moves,Big Sean
1278,Location,Khalid
1279,Goosebumps,Travis Scott
1280,OTW,DJ Luke Nasty
1281,Sneakin,Drake
1282,Red Opps,21 Savage
1283,Water,Ugly God
1284,Congratulations,Post Malone
1285,Neighbors,J. Cole
1286,Timeless,A Boogie Wit da Hoodie
1287,Not Nice,PARTYNEXTDOOR
1288,Beibs In The Trap,Travis Scott
1289,My Sh*t,A Boogie Wit da Hoodie
1290,Some Kind Of Drug,G-Eazy
1291,That's What I Like,Bruno Mars
1292,What They Want,Russ
1293,Too Many Years,Kodak Black
1294,Gassed Up!,Nebu Kiniza
1295,No Flockin,Kodak Black
1296,Now & Later,Sage The Gemini
1297,Litty,Meek Mill
1298,Deja Vu,Post Malone
1299,Jungle,A Boogie Wit da Hoodie
1300,Bad And Boujee,Migos
1301,Bad Things,Machine Gun Kelly x Camila Cabello
1302,That's What I Like,Bruno Mars
1303,Love On The Brain,Rihanna
1304,I Feel It Coming,The Weeknd
1305,Bounce Back,Big Sean
1306,Fake Love,Drake
1307,24K Magic,Bruno Mars
1308,Starboy,The Weeknd
1309,Black Beatles,Rae Sremmurd
1310,iSpy,KYLE
1311,T-Shirt,Migos
1312,Congratulations,Post Malone
1313,Party,Chris Brown
1314,Location,Khalid
1315,Moves,Big Sean
1316,Juju On That Beat (TZ Anthem),Zay Hilfigerrr
1317,Both,Gucci Mane
1318,Deja Vu,J. Cole
1319,Love Me Now,John Legend
1320,Swang,Rae Sremmurd
1321,Party Monster,The Weeknd
1322,Used To This,Future
1323,Goosebumps,Travis Scott
1324,Shining,DJ Khaled
1325,No Favors,Big Sean
1326,Look At Me!,XXXTENTACION
1327,Slippery,Migos
1328,No Heart,21 Savage
1329,Not Nice,PARTYNEXTDOOR
1330,Everything 1K,Kodak Black
1331,Rolex,Ayo
1332,Selfish,PnB Rock
1333,Cash Me Outside (#CashMeOutside),DJ Suede The Remix God
1334,Sex With Me,Rihanna
1335,Some Kind Of Drug,G-Eazy
1336,Redbone,Childish Gambino
1337,Losin Control,Russ
1338,OTW,DJ Luke Nasty
1339,Prblms,6LACK
1340,Kelly Price,Migos
1341,Water,Ugly God
1342,Good Drank,2 Chainz x Gucci Mane x Quavo
1343,Call Casting,Migos
1344,Sneakin,Drake
1345,No Flockin,Kodak Black
1346,Now & Later,Sage The Gemini
1347,Outlet,Desiigner
1348,Sacrifices,Big Sean
1349,Run Up,Major Lazer
1350,That's What I Like,Bruno Mars
1351,Bad And Boujee,Migos
1352,I Feel It Coming,The Weeknd
1353,Tunnel Vision,Kodak Black
1354,Love On The Brain,Rihanna
1355,iSpy,KYLE
1356,Bounce Back,Big Sean
1357,No Frauds,"Nicki Minaj, Drake"
1358,Mask Off,Future
1359,24K Magic,Bruno Mars
1360,T-Shirt,Migos
1361,Bad Things,Machine Gun Kelly x Camila Cabello
1362,Starboy,The Weeknd
1363,Fake Love,Drake
1364,Congratulations,Post Malone
1365,Swang,Rae Sremmurd
1366,Rolex,Ayo
1367,Location,Khalid
1368,Party,Chris Brown
1369,Slide,Calvin Harris
1370,Goosebumps,Travis Scott
1371,Both,Gucci Mane
1372,Redbone,Childish Gambino
1373,Deja Vu,J. Cole
1374,Selfish,Future
1375,Regret In Your Tears,Nicki Minaj
1376,Look At Me!,XXXTENTACION
1377,Shining,DJ Khaled
1378,Changed It,Nicki Minaj
1379,Chanel,Frank Ocean
1380,Moves,Big Sean
1381,Draco,Future
1382,Party Monster,The Weeknd
1383,Losin Control,Russ
1384,Selfish,PnB Rock
1385,Good Drank,2 Chainz x Gucci Mane x Quavo
1386,Prblms,6LACK
1387,Comin Out Strong,Future
1388,Slippery,Migos
1389,Used To This,Future
1390,Not Nice,PARTYNEXTDOOR
1391,Skateboard P,MadeinTYO
1392,Distraction,Kehlani
1393,Some Way,NAV
1394,No Flockin,Kodak Black
1395,Drowning,A Boogie Wit da Hoodie
1396,Reminder,The Weeknd
1397,Run Up,Major Lazer
1398,Too Many Years,Kodak Black
1399,Water,Ugly God
1400,Humble.,Kendrick Lamar
1401,That's What I Like,Bruno Mars
1402,DNA.,Kendrick Lamar
1403,Mask Off,Future
1404,iSpy,KYLE
1405,XO TOUR Llif3,Lil Uzi Vert
1406,Loyalty.,Kendrick Lamar
1407,Congratulations,Post Malone
1408,Element.,Kendrick Lamar
1409,Love.,Kendrick Lamar
1410,Tunnel Vision,Kodak Black
1411,I Feel It Coming,The Weeknd
1412,Location,Khalid
1413,Bad And Boujee,Migos
1414,Passionfruit,Drake
1415,T-Shirt,Migos
1416,Bounce Back,Big Sean
1417,Yah.,Kendrick Lamar
1418,XXX.,Kendrick Lamar
1419,Swang,Rae Sremmurd
1420,Feel.,Kendrick Lamar
1421,Pride.,Kendrick Lamar
1422,Rolex,Ayo
1423,24K Magic,Bruno Mars
1424,Lust.,Kendrick Lamar
1425,Slide,Calvin Harris
1426,Goosebumps,Travis Scott
1427,Both,Gucci Mane
1428,Fear.,Kendrick Lamar
1429,Look At Me!,XXXTENTACION
1430,Blood.,Kendrick Lamar
1431,Redbone,Childish Gambino
1432,God.,Kendrick Lamar
1433,Unforgettable,French Montana
1434,Portland,Drake
1435,Duckworth.,Kendrick Lamar
1436,Shining,DJ Khaled
1437,Party,Chris Brown
1438,Drowning,A Boogie Wit da Hoodie
1439,Good Life,G-Eazy
1440,Peek A Boo,Lil Yachty
1441,Losin Control,Russ
1442,No Frauds,"Nicki Minaj, Drake"
1443,Moves,Big Sean
1444,First Day Out,Tee Grizzley
1445,Black SpiderMan,Logic
1446,Selfish,Future
1447,Deja Vu,J. Cole
1448,Everyday We Lit,YFN Lucci
1449,Gyalchester,Drake
1450,That's What I Like,Bruno Mars
1451,I'm The One,DJ Khaled
1452,Humble.,Kendrick Lamar
1453,Mask Off,Future
1454,XO TOUR Llif3,Lil Uzi Vert
1455,Congratulations,Post Malone
1456,iSpy,KYLE
1457,DNA.,Kendrick Lamar
1458,Location,Khalid
1459,Passionfruit,Drake
1460,Unforgettable,French Montana
1461,Slide,Calvin Harris
1462,Tunnel Vision,Kodak Black
1463,Redbone,Childish Gambino
1464,Rolex,Ayo
1465,T-Shirt,Migos
1466,Swang,Rae Sremmurd
1467,24K Magic,Bruno Mars
1468,Both,Gucci Mane
1469,I Feel It Coming,The Weeknd
1470,Drowning,A Boogie Wit da Hoodie
1471,Look At Me!,XXXTENTACION
1472,Love.,Kendrick Lamar
1473,Slippery,Migos
1474,Magnolia,Playboi Carti
1475,Portland,Drake
1476,Rollin,Calvin Harris
1477,Everyday We Lit,YFN Lucci
1478,1-800-273-8255,Logic
1479,Loyalty.,Kendrick Lamar
1480,First Day Out,Tee Grizzley
1481,Losin Control,Russ
1482,Element.,Kendrick Lamar
1483,Privacy,Chris Brown
1484,Wokeuplikethis*,Playboi Carti
1485,Prblms,6LACK
1486,Good Drank,2 Chainz x Gucci Mane x Quavo
1487,Good Life,G-Eazy
1488,Do Re Mi,blackbear
1489,Gyalchester,Drake
1490,Somethin Tells Me,Bryson Tiller
1491,Shining,DJ Khaled
1492,Peek A Boo,Lil Yachty
1493,Everybody,Logic
1494,No Frauds,"Nicki Minaj, Drake"
1495,Selfish,Future
1496,Get Right Witcha,Migos
1497,Neighbors,J. Cole
1498,XXX.,Kendrick Lamar
1499,Get Mine,Bryson Tiller
1500,I'm The One,DJ Khaled
1501,That's What I Like,Bruno Mars
1502,Humble.,Kendrick Lamar
1503,Mask Off,Future
1504,Congratulations,Post Malone
1505,XO TOUR Llif3,Lil Uzi Vert
1506,Redbone,Childish Gambino
1507,Unforgettable,French Montana
1508,iSpy,KYLE
1509,Rolex,Ayo
1510,Location,Khalid
1511,DNA.,Kendrick Lamar
1512,Magnolia,Playboi Carti
1513,Slippery,Migos
1514,Everyday We Lit,YFN Lucci
1515,Tunnel Vision,Kodak Black
1516,T-Shirt,Migos
1517,Drowning,A Boogie Wit da Hoodie
1518,Passionfruit,Drake
1519,Slide,Calvin Harris
1520,Both,Gucci Mane
1521,To The Max,DJ Khaled
1522,Look At Me!,XXXTENTACION
1523,First Day Out,Tee Grizzley
1524,Love.,Kendrick Lamar
1525,Portland,Drake
1526,1-800-273-8255,Logic
1527,Privacy,Chris Brown
1528,Love Galore,SZA
1529,Loyalty.,Kendrick Lamar
1530,Losin Control,Russ
1531,Butterfly Effect,Travis Scott
1532,Wokeuplikethis*,Playboi Carti
1533,4 AM,2 Chainz
1534,Nobody Else But You,Trey Songz
1535,Good Drank,2 Chainz x Gucci Mane x Quavo
1536,It's A Vibe,2 Chainz
1537,Reminder,The Weeknd
1538,Gyalchester,Drake
1539,Know No Better,Major Lazer
1540,Neighbors,J. Cole
1541,Met Gala,Gucci Mane
1542,Peek A Boo,Lil Yachty
1543,Whatever You Need,Meek Mill
1544,Do Re Mi,blackbear
1545,Get Right Witcha,Migos
1546,Pull Up Wit Ah Stick,SahBabii
1547,From The D To The A,Tee Grizzley
1548,Go Flex,Post Malone
1549,The Weekend,SZA
1550,Wild Thoughts,DJ Khaled
1551,That's What I Like,Bruno Mars
1552,I'm The One,DJ Khaled
1553,Unforgettable,French Montana
1554,Humble.,Kendrick Lamar
1555,Congratulations,Post Malone
1556,Redbone,Childish Gambino
1557,XO TOUR Llif3,Lil Uzi Vert
1558,Mask Off,Future
1559,Feels,Calvin Harris
1560,Magnolia,Playboi Carti
1561,Everyday We Lit,YFN Lucci
1562,Bank Account,21 Savage
1563,Slippery,Migos
1564,Drowning,A Boogie Wit da Hoodie
1565,Rake It Up,Yo Gotti
1566,Rolex,Ayo
1567,Versace On The Floor,Bruno Mars
1568,Bodak Yellow (Money Moves),Cardi B
1569,DNA.,Kendrick Lamar
1570,Slide,Calvin Harris
1571,Love Galore,SZA
1572,1-800-273-8255,Logic
1573,It's A Vibe,2 Chainz
1574,Butterfly Effect,Travis Scott
1575,4:44,JAY-Z
1576,Loyalty.,Kendrick Lamar
1577,First Day Out,Tee Grizzley
1578,The Story Of O.J.,JAY-Z
1579,Passionfruit,Drake
1580,A Lie,French Montana
1581,Privacy,Chris Brown
1582,Love.,Kendrick Lamar
1583,Crew,GoldLink
1584,4 AM,2 Chainz
1585,Signs,Drake
1586,Whatever You Need,Meek Mill
1587,Reminder,The Weeknd
1588,Young Dumb & Broke,Khalid
1589,Rollin,Calvin Harris
1590,Element.,Kendrick Lamar
1591,No Complaints,Metro Boomin
1592,Wokeuplikethis*,Playboi Carti
1593,Bam,JAY-Z
1594,Neighbors,J. Cole
1595,Do Re Mi,blackbear
1596,Portland,Drake
1597,The Weekend,SZA
1598,Relationship,Young Thug
1599,Know No Better,Major Lazer
1600,Wild Thoughts,DJ Khaled
1601,Bodak Yellow (Money Moves),Cardi B
1602,Unforgettable,French Montana
1603,That's What I Like,Bruno Mars
1604,I'm The One,DJ Khaled
1605,Bank Account,21 Savage
1606,Congratulations,Post Malone
1607,Redbone,Childish Gambino
1608,Humble.,Kendrick Lamar
1609,XO TOUR Llif3,Lil Uzi Vert
1610,Feels,Calvin Harris
1611,Rake It Up,Yo Gotti
1612,Mask Off,Future
1613,Loyalty.,Kendrick Lamar
1614,Versace On The Floor,Bruno Mars
1615,Love Galore,SZA
1616,Magnolia,Playboi Carti
1617,1-800-273-8255,Logic
1618,Everyday We Lit,YFN Lucci
1619,Drowning,A Boogie Wit da Hoodie
1620,Slippery,Migos
1621,It's A Vibe,2 Chainz
1622,Young Dumb & Broke,Khalid
1623,The Race,Tay-K
1624,Crew,GoldLink
1625,Butterfly Effect,Travis Scott
1626,Whatever You Need,Meek Mill
1627,Do Re Mi,blackbear
1628,DNA.,Kendrick Lamar
1629,Love.,Kendrick Lamar
1630,The Weekend,SZA
1631,First Day Out,Tee Grizzley
1632,Patty Cake,Kodak Black
1633,B.E.D.,Jacquees
1634,4 AM,2 Chainz
1635,Privacy,Chris Brown
1636,Something New,Wiz Khalifa
1637,Perplexing Pegasus,Rae Sremmurd
1638,Untouchable,YoungBoy Never Broke Again
1639,Wokeuplikethis*,Playboi Carti
1640,No Complaints,Metro Boomin
1641,Relationship,Young Thug
1642,Its Every Night Sis,RiceGum
1643,You Da Baddest,Future
1644,Marmalade,Macklemore
1645,No Smoke,YoungBoy Never Broke Again
1646,Signs,Drake
1647,No Fear,DeJ Loaf
1648,4:44,JAY-Z
1649,Know No Better,Major Lazer
1650,Bodak Yellow (Money Moves),Cardi B
1651,Rockstar,Post Malone
1652,1-800-273-8255,Logic
1653,Unforgettable,French Montana
1654,Rake It Up,Yo Gotti
1655,Wild Thoughts,DJ Khaled
1656,Bank Account,21 Savage
1657,That's What I Like,Bruno Mars
1658,XO TOUR Llif3,Lil Uzi Vert
1659,I Get The Bag,Gucci Mane
1660,Humble.,Kendrick Lamar
1661,Young Dumb & Broke,Khalid
1662,Love Galore,SZA
1663,I'm The One,DJ Khaled
1664,Loyalty.,Kendrick Lamar
1665,Feels,Calvin Harris
1666,Crew,GoldLink
1667,Jocelyn Flores,XXXTENTACION
1668,Do Re Mi,blackbear
1669,The Weekend,SZA
1670,The Race,Tay-K
1671,Transportin,Kodak Black
1672,Drowning,A Boogie Wit da Hoodie
1673,Butterfly Effect,Travis Scott
1674,The Way Life Goes,Lil Uzi Vert
1675,Roll In Peace,Kodak Black
1676,It's A Vibe,2 Chainz
1677,F**k Love,XXXTENTACION
1678,Curve,Gucci Mane
1679,Sauce It Up,Lil Uzi Vert
1680,Gucci Gang,Lil Pump
1681,B.E.D.,Jacquees
1682,Pills And Automobiles,Chris Brown
1683,Whatever You Need,Meek Mill
1684,Relationship,Young Thug
1685,Questions,Chris Brown
1686,Everybody Dies In Their Nightmares,XXXTENTACION
1687,No Limit,G-Eazy
1688,These Heaux,Bhad Bhabie
1689,No Complaints,Metro Boomin
1690,Versace On The Floor,Bruno Mars
1691,Dark Queen,Lil Uzi Vert
1692,Sky Walker,Miguel
1693,Privacy,Chris Brown
1694,Plain Jane,A$AP Ferg
1695,No Smoke,YoungBoy Never Broke Again
1696,Perplexing Pegasus,Rae Sremmurd
1697,4 AM,2 Chainz
1698,444+222,Lil Uzi Vert
1699,Something New,Wiz Khalifa
1700,Rockstar,Post Malone
1701,Bodak Yellow (Money Moves),Cardi B
1702,1-800-273-8255,Logic
1703,Unforgettable,French Montana
1704,I Get The Bag,Gucci Mane
1705,Bank Account,21 Savage
1706,Rake It Up,Yo Gotti
1707,Young Dumb & Broke,Khalid
1708,Gucci Gang,Lil Pump
