,Title-Artist,Lyrics
1340,HeadlightsMorning Parade,"[Verse 1]
Late Like the evening sun, I
I sink to the ground
I'll keep my promises, I
I won't let you down

[Chorus]
'Cause like a rabbit in your headlights
I am the beckon to your call
And like the early morning headlines
I am all too predictable
Yeah, I'm all too predictable

(Oh oh oh-oh)

[Verse 2]
You're steady as I come undone, you
You're quietly bound
But I'll keep my promises, I
I won't let you down

[Chorus]

True like the first-born
Weighed pound for pound
I'll keep my promises like
A thorn in your crown
Yeah!

'Cause like a rabbit in your headlights
I am the beckon to your call
Just say ""jump"" I'll say ""How high?""
'Cause I'm all too predictable
Yeah I'm all to predictable"
1347,Lost In The EchoLinkin Park,"[Intro: Mike Shinoda]
Yeah, yo

[Verse 1: Mike Shinoda]
You were that foundation
Never gonna be another one, no
I followed, so taken
So conditioned, I could never let go

Then sorrow, then sickness
Then the shock when you flip it on me
So hollow, so vicious
So afraid, I couldn't let myself see

That I could never be held
Back or up, no, I hold myself
Check the rep, yep, you know mine well
Forget the rest, let them know my Hell

There and back, yet my soul ain't sell
Kept respect up, the best they fell
Let the rest be the tale they tell
That I was there, saying

[Chorus: Chester Bennington]
In these promises broken, deep below
Each word gets lost in the echo
So, one last lie I can see through
This time, I finally let you go, go, go

[Verse 2: Mike Shinoda]
Test my will, test my heart
Let me tell you how the odds gonna stack up
Y'all go hard, I go smart
How's that working out for y'all in the back, huh?

I've seen that, frustration
Been crossed and lost and told no
And I've come back, unshaken
Let down and lived and let go

So, you can let it be known
I don't hold back, I hold my own
I can't be mapped, I can't be cloned
I can't C-flat, it ain't my tone

I can't fall back, I came too far
Hold myself up and love my scars
Let the bells ring wherever they are
'Cause I was there, saying

[Chorus: Chester Bennington]
In these promises broken, deep below
Each word gets lost in the echo
So, one last lie I can see through
This time, I finally let you go!

[Bridge: Mike Shinoda]
No, you can tell 'em all now
I don't back up, I don't back down
I don't fold up and I don't bow
I don't roll over, don't know how

I don't care where the enemies are
Can't be stopped, all I know, go hard
Won't forget how I got this far
For every time, saying

[Chorus: Chester Bennington]
In these promises broken deep below
Each word gets lost in the echo
So, one last lie I can see through
This time, I finally let you go, go, go
Go, go, go, go"
1351,Not With HasteMumford,"[Verse 1]
Your eyes they tie
Me down so hard
I'll never learn to put up a guard
So keep my love
My candle bright
Learn me hard, oh learn me right
This ain't no sham
I am what I am
Though I may speak
Some tongue of old
Or even spit out some holy word
I have no strength
From which to speak
When you sit me down, and see I'm weak

[Hook]
We will run and scream
You will dance with me
They'll fulfill our dreams
And we'll be free
And we will be who we are
And they'll heal our scars
Sadness will be far away

[Verse 2]
So as we walked
Through fields of green
Was the fairest sun I'd ever seen
And I was broke
I was on my knees
But you said yes as I said please
This ain't no sham
I am what I am
I leave no ties
For a cynics mind

[Hook]
We will run and scream
You will dance with me
They'll fulfill our dreams
And we'll be free
And we will be who we are
And they'll heal our scars
Sadness will be far away

[Verse 3]
Do not let my fickle flesh go to waste
As it keeps my heart and soul in it's place
And I will love with urgency but not with haste"
1352,Where Are You NowMumford,"[Verse 1]
We came to the end it seems you had heard
As we walked the city streets you never said a word
When we finally sat down your eyes were full of spite
I was desperate, I was weak, I could not put up a fight

[Chorus]
But where are you now?
Where are you now?
Do you ever think of me
In the quiet, in the crowd?

[Verse 2]
You were strangely less in pain than you were cold
Triumphant in your mind of the logic that you hold
You said no one would ever know the love that we had shared
As I took my leave to go it was clear you didn't care

[Chorus]
But where are you now?
Where are you now?
Do you ever think of me
In the quiet, in the crowd?
But where are you now?
Where are you now?
Do you ever think of me
In the quiet, in the crowd?

[Verse 3]
And I hear of your coming and your going in the town
I hear stories of your smile, I hear stories of your frown
And the darkness can descend we can relish all the pain
But I know that's what you love cause you know I love the same

[Chorus]
But where are you now?
Where are you now?
Do you ever think of me
In the quiet, in the crowd?

But where are you now?
Where are you now?
Do you ever think of me
In the quiet, in the crowd?

But where are you now?
Where are you now?
Do you ever think of me
In the quiet, in the crowd?"
1353,AngelsThe xx,"[Verse 1]
Light reflects from your shadow
It is more than I thought could exist
You move through the room
Like breathing was easy
If someone believed me

[Chorus]
They would be
As in love with you as I am
They would be
As in love with you as I am
They would be
As in love with you as I am
They would be
In love, love, love

[Verse 2]
And everyday
I am learning about you
The things that no one else sees
And the end comes too soon
Like dreaming of angels
And leaving without them
And leaving without them

[Chorus]
Being
As in love with you as I am
Being
As in love with you as I am
Being
As in love with you as I am
Being
As in love, love, love
Love, love, love
Love, love, love

[Verse 3]
And with words unspoken
A silent devotion
I know you know what I mean
And the end is unknown
But I think I'm ready
As long as you're with me

[Chorus]
Being
As in love with you as I am
Being
As in love with you as I am
Being
As in love with you as I am
Being
As in love, love, love"
1355,Doom And GloomThe Rolling Stones,"[Verse 1]
I had a dream last night I was piloting a plane
And all the passengers were drunk and insane
I crash landed in a Louisiana swamp
Shot up a horde of zombies, but I come out on top

[Pre-Chorus]
What's it all about?
Guess it just reflects my mood
Sitting in the dirt
Feeling kind of hurt

[Chorus]
When all I hear is doom and gloom
With all this darkness in my room
Through that light, your face, I see
Baby, take a chance
Baby, won't you dance with me?

[Verse 2]
We lost all that treasure in an overseas war
Just goes to show you don't get what you paid for
Bowing to the rich and you worry 'bout the poor
Put my feet up on the couch and lock all the doors

[Pre-Chorus]
What's that funky noise?
It's the tightening of their screws
Sitting in the dirt
Feeling kind of hurt

[Chorus]
All I hear is doom and gloom
But when those drums go
Boom, boom, boom
Through that night, your face, I see
Baby, take a chance
Baby, won't you dance with me?
Yeah, baby, won't you dance with me?
Ah, yeah

[Verse 3]
Fracking deep for oil
But there's nothing in the sump
There's kids all picking at the garbage dump
I'm running out of water, so I better prime the pump
I'm trying to stay sober, but I end up drunk

[Pre-Chorus]
We'll be eating dirt
Living on the side of the road
There's some food for thought
Gonna make your head explode
Feeling kind of hurt, yeah

[Chorus]
But all I hear is doom and gloom
With all this darkness in my room
Through that night, your face I see
Baby, take a chance
Baby, won't you dance with me?

[Outro]
Yeah, come on
Baby won't you dance with me?
I'm feeling kind of hurt
Baby, won't you dance with me?
Oh yeah, sitting in the dirt
Baby, won't you dance with me?"
1356,My Oh MyTristan Prettyman,"[Verse 1]
You got my heart on a string
You want me back again and you know I’ll do anything
Just when I thought I was free
Knock, knock, the door is locked
But you still got a key
All too familiar, the moment it shows up
Now everything I know seems to fly

[Chorus]
My oh my
You’re getting under my skin
Don’t know why I’m always letting you in
Just when I got my life together again
Here you are standing there
Tell me why I should try-y-y
My oh my-y-y
My oh my-y-y
My oh my-y-y
My oh my-y-y

[Verse 2]
You got me under a spell
You look like heaven, oh, but you put me through hell
God knows there’s nothing to gain
Well who am I to deny, we’re both playing the same game
All too familiar, the moment it blows up
Now everything I know seems to fly

[Chorus]
My oh my
You’re getting under my skin
Don’t know why I’m always letting you in
Just when I got my life together again
Here you are standing there
Tell me why I should try-y-y
My oh my-y-y
My oh my-y-y
My oh my-y-y
My oh my-y-y

[Bridge]
And I know that you’re no good for me
And it makes no sense at all
Still I keep coming back for more
‘Cause I’m addicted to your call

I know you ain’t no good for me
And all the lies and the lines you fed to me
The way you kept coming back for me
Like the last breath left of the air I need

I know you ain’t no good for me
And all the lies and the lines you fed to me
The way you kept coming back for me
Like the last breath left of the air I need

[Chorus]
My oh my
You’re getting under my skin
Don’t know why I’m always letting you in
Just when I got my life together again
Here you are standing there
Tell me why I should try-y-y
My oh my-y-y
My oh my-y-y
My oh my-y-y
My oh my-y-y

My oh my-y-y
My oh my-y-y
My oh my-y-y
My oh my-y-y

My oh my
I know you ain’t no good for me
And all the lies and the lines you fed to me"
1357,Let Yourself GoGreen Day,"[Verse 1]
Shut your mouth cause you're talking too much
And I don't give a damn anyway
You always seem to be stepping in shit
And all you really do is complain
It's your lie, tell it how you like
Small minds tend to think alike

Shut your mouth cause you're talking too much
And I don't give a fuck anyway

[Chorus]
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go

Gotta let it go, gotta let it go
Gotta let it go, gotta let it go

[Verse 2]
Cut the crap cause you're screaming in my ear
And you're taking up all of the space
You're really testing my patience again
And I'd rather get punched in the face
You're getting on my very last nerve
Everything you said I've already heard

I'm sick to death of your every last breath
And I don't give a fuck anyway (SHUT THE FUCK UP!)

[Chorus]
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go

Gotta let it go, gotta let it go
Gotta let it go, gotta let it go
Gotta let it go, gotta let it go
Gotta let it go, gotta let it go

(guitar solo)

[Bridge]
Always fuck, fucking with my head now
Always fuck, fucking with my head now
Always fuck, fucking with my head now
Always fucking with my head and I gotta

[Chorus]
Let it go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go

Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go
Let yourself go, let yourself go, let yourself go"
1359,BloodIn This Moment,"[Verse 1]
I hate you for the sacrifices you made for me
I hate you for every time you ever bled for me
I hate you for the way you smile when you look at me
I hate you for never taking control of me

I hate you for always saving me from myself
I hate you for always choosing me and not someone else
I hate you for always pulling me back from the edge
I hate you for every kind word you ever said
I'll bleed you dry now

[Chorus]
Blood, blood, blood
Pump mud through my veins
Shut your dirty, dirty mouth
I'm not that easy
Blood, blood, blood
Pump mud through my veins
I'm a dirty, dirty girl
I want it filthy

Blood, blood, blood
Pump mud through my veins
Shut your dirty, dirty mouth
I'm not that easy
Blood, blood, blood
Pump mud through my veins
I'm a dirty, dirty girl
I want it filthy

[Verse 2]
I love you for everything you ever took from me
I love the way you dominate and you violate me
I love you for every time you gave up on me
I love you for the way you look when you lie to me
I love you for never believing in what I say
I love you for never once giving me my way
I love you for never delivering me from pain
I love you for always driving me insane
I'll bleed you dry now

[Chorus]
Blood, blood, blood
Pump mud through my veins
Shut your dirty, dirty mouth
I'm not that easy
Blood, blood, blood
Pump mud through my veins
I'm a dirty, dirty girl
I want it filthy

Blood, blood, blood
Pump mud through my veins
Shut your dirty, dirty mouth
I'm not that easy
Blood, blood, blood
Pump mud through my veins
I'm a dirty, dirty girl
I want it filthy

[Bridge]
I hate you, I hate you, I love...

[Chorus]
Blood, blood, blood
Pump mud through my veins
Shut your dirty, dirty mouth
I'm not that easy
Blood, blood, blood
Pump mud through my veins
I'm a dirty, dirty girl
I want it filthy

Blood, blood, blood
Pump mud through my veins
Shut your dirty, dirty mouth
I'm not that easy
Blood, blood, blood
Pump mud through my veins
I'm a dirty, dirty girl
I want it filthy

[Outro]
I hate you for every time you ever bled for me..."
1361,Waiting For The EndLinkin Park,"[Intro: Mike Shinoda]
This is not the end, this is not the beginning
Just a voice like a riot rocking every revision
But you listen to the tone and the violent rhythm
And though the words sound steady
Something empty's within them

We say yeah, with fists flying up in the air
Like we're holding onto something that's invisible there
'Cause we're living at the mercy of the pain and the fear
Until we dead it, forget it, let it all disappear

[Verse 1: Chester Bennington]
Waiting for the end to come
Wishing I had strength to stand
This is not what I had planned
It's out of my control

Flying at the speed of light
Thoughts were spinning in my head
So many things were left unsaid
It's hard to let you go

[Chorus: Chester Bennington]
I know what it takes to move on
I know how it feels to lie
All I want to do is trade this life for something new
Holding on to what I haven't got

[Verse 2: Chester Bennington]
Sitting in an empty room
Trying to forget the past
This was never meant to last
I wish it wasn't so

[Chorus: Chester Bennington]
I know what it takes to move on
I know how it feels to lie
All I want to do is trade this life for something new
Holding on to what I haven't got

[Bridge: Mike Shinoda]
What was left when that fire was gone?
I thought it felt right, but that right was wrong
All caught up in the eye of the storm
And trying to figure out what it's like moving on

And I don't even know what kind of things I said
My mouth kept moving and my mind went dead
So, I'm picking up the pieces now, where to begin
The hardest part of ending is starting again

[Outro: Chester Bennington & Mike Shinoda]
All I want to do is trade this life for something new
Holding on to what I haven't got

This is not the end, this is not the beginning
Just a voice like a riot, rocking every revision
I'm holding on to what I haven't got
But you listen to the tone and the violent rhythm
Though the words sound steady
Something empty's within them

We say yeah, with fists flying up in the air
Like we're holding onto something that's invisible there
Holding on to what I haven't got
'Cause we're living at the mercy of the pain and the fear
Until we get it, forget it, let it all disappear"
1362,Shake Me DownCage The Elephant,"[Verse 1]
Shake me down, not a lot of people left around
Who knows now? Softly laying on the ground
Oooh not a lot of people left around oooh oooh

[Verse 2]
In my life I have seen people walk into the sea
Just to find memories plagued by constant misery
Their eyes cast down, fixed upon the ground
Their eyes cast down

[Chorus 1]
I'll keep my eyes fixed on the sun

[Verse 3]
Shake me down, cut my head on a silver cloud
Broken sound, softly laying on the ground
Oooh not a lot of people left around oooh oooh

[Verse 4]
In my past, bittersweet, there's no love between the sheets
Taste the blood, broken dreams, lonely times in deed
With eyes cast down, fixed upon the ground, with eyes cast down

[Chorus 2]
I'll keep my eyes fixed on the sun
Turn back now, it's time for me to let go
Way down, had to find a place to lay low
Lamp shade, turned around into a light post

[Bridge]
Walk around the corner, never saw it coming, still
I try to make a move it almost stopped me from belief
I don't want to know the future, I'm like Rolling Thunder
Even on a cloudy day
Even on a cloudy day
Even on a cloudy day
Even on a cloudy day
Even on a cloudy day
Even on a cloudy day
Even on a cloudy day

[Chorus 3]
I'll keep my eyes fixed on the-
I'll keep my eyes fixed on the-
I'll keep my eyes fixed on the sun

[Outro]
Shake me down, not a lot of people left around
Oooh oooh"
1363,Say You'll Haunt MeStone Sour,"[Verse 1]
Little supernovas in my head
Little soft pulses in my dead
Little souvenirs and secrets shared
A little off guard and unprepared
I was never good enough to find
I was never bad enough to mind
In the middle I will do my best
Take me in your arms and leave the rest

[Pre-Chorus]
I will give you anything to

[Chorus 1]
Say you want to stay, you want me too
Say you'll never die, you'll always haunt me
I want to know that I belong to you
Say you'll haunt me
Together, together, we'll be together, together forever

[Verse 2]
Little variations on my page
Little doors open on my cage
Little time has come and gone so far
Little by little who you are
I can see the patterns on your face
I can see the miracles I trace
Symmetry and shadows I can't hide
I just wanna be right by your side

[Pre-Chorus]
I will give you everything to

[Chorus 2]
Say you want to stay, you want me too
Say you'll never die, you'll always haunt me
I want to know I belong to you
Say you'll haunt me
Say you want to stay, you want me to
Say you'll never die, you'll always haunt me
I want to know I belong to you
Say you'll haunt me
Together, together, we'll be together, together forever
I belong to you
Together, we'll be together, together forever
I belong to you

[Bridge]
Little supernovas in my head
Little soft pulses in my dead
Little souvenirs and secrets shared
A little off guard and unprepared

[Pre-Chorus]
I will give you anything to
I will give you everything to

[Chorus 2]
Say you want to stay, you want me to
Say you'll never die you'll always haunt me
I want to know I belong to you
Say you'll haunt me
Say you want to stay, you want me too
Say you'll never die, you'll always haunt me
I want to know I belong to you
Say you'll haunt me
Together, together, we'll be together, together forever
I belong to you
Together, we'll be together, together forever
I belong to you"
1364,SingMy Chemical Romance,"[Verse 1]
Sing it out, boy, you've got to see what tomorrow brings
Sing it out, girl, you've got to be what tomorrow needs
For every time that they want to count you out
Use your voice every single time you open up your mouth

[Chorus]
Sing it for the boys, sing it for the girls
Every time that you lose it, sing it for the world
Sing it from the heart, sing it till you're nuts
Sing it out for the ones that'll hate your guts
Sing it for the deaf, sing it for the blind
Sing about everyone that you left behind
Sing it for the world
Sing it for the world

[Verse 2]
Sing it out, boy, they're going to sell what tomorrow means
Sing it out, girl, before they kill what tomorrow brings
You've got to make a choice if the music drowns you out
And raise your voice every single time they try and shut your mouth

[Chorus]
Sing it for the boys, sing it for the girls
Every time that you lose it, sing it for the world
Sing it from the heart, sing it till you're nuts
Sing it out for the ones that'll hate your guts
Sing it for the deaf, sing it for the blind
Sing about everyone that you left behind
Sing it for the world
Sing it for the world

[Bridge]
Cleaned-up corporation progress, dying in the
Process, children that can talk about it, living on the
Web-ways, people moving sideways, tell it till your
Last days, buy yourself a motivation, generation
Nothing! Nothing but a dead scene, product of a
White dream, I am not the singer that you wanted, but a
Dancer, I refuse to answer, talk about the
Past, sir, wrote it for the ones who want to get away
Keep running!

[Chorus]
Sing it for the boys, sing it for the girls
Every time that you lose it sing it for the world
Sing it from the heart, sing it till you're nuts
Sing it out for the ones that'll hate your guts
Sing it for the deaf, sing it for the blind
Sing about everyone that you left behind
Sing it for the world
Sing it for the world

[Outro]
Got to see what tomorrow brings, sing it for the world
Sing it for the world
Girl, you've got to be what tomorrow needs, sing it for the world
Sing it for the world

[Instrumental Outro]"
1365,The AnimalDisturbed,"[Verse 1]
Nah-ah ,nah-ah
Now
I can feel the animal inside
My resolve is weakening
Pounding at the doors of my mind
It's nearly overpowering
I cannot begin to describe
The hunger that I feel again
Run if you intend to survive

[Bridge]
For the beast is coming to life
Taking form in the glimmer in this tainted moonlight
Death approaches on this night

[Chorus 1]
For the animal's soul is mine
We will be completed right before your eyes
I have no control this time
And now we both shall dine in Hell tonight

[Verse 2]
I can hear it calling again
The primal need is filling me
Changes are about to begin
And now my blood is boiling
I can see the fear in your eyes
But you can't bring yourself to scream
Time to shed the mortal disguise

[Bridge]
For the beast is coming to life
Taking form in the glimmer in this tainted moonlight
Death approaches on this night

[Chorus 2]
For the animal's soul is mine
We will be completed right before your eyes
I have no control this time
And now we both shall dine in Hell tonight

[Verse 3]
We begin the hunt and I
Feel the power course, as the creatures take flight
For the kill is close and I will be satisfied
For the smell of fear tonight
Wakes an ancient lust that will not be denied
You're mine

[Chorus 2]
For the animal's soul is mine
We will be completed right before your eyes
I have no control this time
And now we both shall dine in Hell tonight

[Chorus 3]
For the animal's soul is mine
And the world around will never hear your cries
An unholy crime
And now we both shall dine in Hell tonight"
1366,IsolationAlter Bridge,"[Verse 1]
When all is lost to you inside
When all the darkness takes the light
The ritual, it has begun
And now you tear away from everyone

[Pre-Chorus]
Disconnected, so alone, yeah
Sever ties from all you know

[Chorus]
Isolation
Brings you to the end
Until you love again, oh
Isolation
If you could only see
What will come to be, yeah

[Verse 2]
Justify, you waste away
You dare to dream but still you're too afraid
And now you're broken and deceived
Lost to live this cruel reality

[Pre-Chorus]
You're disconnected, so alone
Sever ties from all you know

[Chorus]
Isolation
Brings you to the end
Until you love again, oh
Isolation
If you could only see
What will come to be, yeah

[Guitar Solo]

[Bridge]
Maybe you'll stand
Maybe you'll give and break to find another way
And make things better
Maybe you'll find
A life you can live and learn to love along the way
And make things better
(And make things better)

[Chorus]
Isolation
Brings you to the end
Until you love again, oh
Isolation (isolation)
If you could only see
What will come to be, yeah

[Chorus]
Isolation (isolation)
Brings you to the end
Until you love again, oh
Isolation (isolation)
If you could only see
What will come to be

[Outro]
You're disconnected, so alone
What will come to be
You're disconnected, so alone"
1367,AnimalNeon Trees,"[Verse 1]
Here we go again
I kinda wanna be more than friends
So take it easy on me
I'm afraid you're never satisfied
Here we go again
We're sick like animals
We play pretend
You're just a cannibal
And I'm afraid I won't get out alive
No, I won't sleep tonight

[Chorus]
Oh, oh
I want some more
Oh, oh
What are you waiting for
Take a bite of my heart tonight
Oh, oh
I want some more
Oh, oh
What are you waiting for
What are you waiting for
Say goodbye to my heart tonight

[Verse 2]
Here we go again
I feel the chemicals kickin' in
It's getting heavy
And I wanna run and hide
I wanna run and hide
I do it every time
You're killin' me now
And I won't be denied by you
The animal inside of you

[Chorus]
Oh, oh
I want some more
Oh, oh
What are you waiting for
Take a bite of my heart tonight
Oh, oh
I want some more
Oh, oh
What are you waiting for
What are you waiting for
Say goodbye to my heart tonight

[Bridge]
Hush, hush the world is quiet
Hush, hush we both can't fight it
It's us that made this mess
Why can't you understand?
Whoa, I won't sleep tonight

Here we go again
Here we go again
Here we go again

Oh oh
I want some more
Oh oh
What are you waiting for
Take a bite of my heart tonight
Oh oh
I want some more
Oh oh
What are you waiting for
What are you waiting for
What are you waiting

Here we go again
Here we go again
Here we go again
Say goodbye to my heart tonight

Oh oh
I want some more
Oh oh
What are you waiting for
What are you waiting for
Say goodbye to my heart tonight"
1368,World So ColdThree Days Grace,"[Verse 1]
I never thought I'd feel this
Guilty and I'm broken down inside
Living with myself, nothing but lies
I always thought I'd make it
But never knew I'd let it get so bad
Living with myself is all I have

[Pre-Chorus]
I feel numb
I can't come to life
I feel like I'm frozen in time

[Chorus]
Living in a world so cold
Wasting away
Living in a shell with no soul
Since you've gone away
Living in a world so cold
Counting the days
Since you've gone away
You've gone away

[Verse 2]
Do you ever feel me?
Do you ever look deep down inside
Staring at yourself, paralyzed

[Pre-Chorus]
I feel numb
I can't come to life
I feel like I'm frozen in time

[Chorus]
Living in a world so cold
Wasting away
Living in a shell with no soul
Since you've gone away
Living in a world so cold
Counting the days
Since you've gone away
You've gone away from me

[Bridge]
I'm too young (I'm too young)
To lose my soul
I'm too young (I'm too young)
To feel this old
So long (So long)
I'm left behind
I feel like I'm losing my mind

[Verse 3]
Do you ever feel me?
Do you ever look deep down inside
Staring at your life, paralyzed

[Chorus]
Living in a world so cold
Wasting away
Living in a shell with no soul
Since you've gone away
Living in a world so cold
Counting the days
Since you've gone away
You've gone away from me

[Outro]
I'm too young (I'm too young)
I'm too young (I'm too young)"
1369,Dog Days Are OverFlorence + The Machine,"[Verse 1]
Happiness hit her, like a train on a track
Coming towards her, stuck still no turning back
She hid around corners and she hid under beds
She killed it with kisses and from it she fled
With every bubble she sank with a drink
And washed it away down the kitchen sink

[Chorus]
The dog days are over
The dog days are done
The horses are coming
So you better run
Run fast for your mother, run fast for your father
Run for your children, for your sisters and brothers
Leave all your love and your longing behind
You can't carry it with you if you want to survive
The dog days are over
The dog days are done
Can you hear the horses?
'Cause here they come

[Bridge]
And I never wanted anything from you
Except everything you had
And what was left after that too, oh

[Verse 2]
Happiness hit her like a bullet in the back, back, back...
Struck from a great height
By someone who should know better than that

[Chorus]
The dog days are over
The dog days are done
Can you hear the horses?
'Cause here they come
Run fast for your mother, run fast for your father
Run for your children, for your sisters and brothers
Leave all your love and your longing behind
You can't carry it with you if you want to survive
The dog days are over
The dog days are done
Can you hear the horses?
'Cause here they come

[Outro]
The dog days are over
The dog days are gone
Can you hear the horses?
'Cause here they come
The dog days are over
The dog days are gone
Can you hear the horses?
'Cause here they come"
1370,Little Lion ManMumford,"[Verse 1]
Weep for yourself, my man
You'll never be what is in your heart
Weep Little Lion Man
You're not as brave as you were at the start
Rate yourself and rake yourself
Take all the courage you have left
And waste it on fixing all the problems
That you made in your own head

[Chorus]
But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
Didn't I, my

[Verse 2]
Tremble for yourself, my man
You know that you have seen this all before
Tremble Little Lion Man
You'll never settle any of your scores
Your grace is wasted in your face
Your boldness stands alone among the wreck
Now learn from your mother
Or else spend your days biting your own neck

[Chorus (Extended)]
But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
Didn't I, my dear?

Haa-a-a-a
Ha-a-a-a-a-a
Ha-a-a-a-a-a
Ha-a-a-a-a-a
Ha-a-a-a-a
Ha-a-a-a-a

[Chorus (Extended)]
But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
Didn't I, my dear?"
1371,Undisclosed DesiresMuse,"[Verse 1]
I know you've suffered, but I don't want you to hide
It's cold and loveless, I won't let you be denied

[Pre-Hook 1]
Soothing
I'll make you feel pure
Trust me
You can be sure

[Hook]
I want to reconcile the violence in your heart
I want to recognise your beauty is not just a mask
I want to exorcise the demons from your past
I want to satisfy the undisclosed desires in your heart

[Verse 2]
You trick your lovers that you're wicked and divine
You may be a sinner, but your innocence is mine

[Pre-Hook 2]
Please me
Show me how it's done
Tease me
You are the one

[Hook]
I want to reconcile the violence in your heart
I want to recognise your beauty is not just a mask
I want to exorcise the demons from your past
I want to satisfy the undisclosed desires in your heart

[Pre-Hook 3]
Please me
Show me how it's done
Trust me
You are the one

[Hook]
I want to reconcile the violence in your heart
I want to recognise your beauty is not just a mask
I want to exorcise the demons from your past
I want to satisfy the undisclosed desires in your heart"
1372,Welcome To The FamilyAvenged Sevenfold,"[Verse 1]
Hey kid (Hey kid)
Do I have your attention?
I know the way you've been living
Life so reckless, tragedy endless
Welcome to the family
Hey, there's something missing
Only time will alter your vision
Never in question, lethal injection
Welcome to the family

[Pre-Chorus 1]
Not long ago you'd find the answers were so crystal clear
Within a day you find yourself living in constant fear
Can you look at yourself now?
Can you look at yourself?
You can't win this fight

[Chorus]
And in a way it seems there's no one to call
When our thoughts are so numb and our feelings unsure
We all have emptiness inside
We all have answers to find
But you can't win this fight

[Verse 2]
Hey (Hey kid)
I have to question
What's with the violent aggression?
Details blurry, lost him too early
Welcome to the family
Hey, why won't you listen?
Can't help the people you're missing
It's been done, a casualty re-run
Welcome to the family

[Pre-Chorus 2]
I try and help you with the things that can't be justified
I need to warn you that there is no way to rationalize
So have you figured it out now?
So have you figured it out?
You can't win this fight

[Chorus]
And in a way it seems there's no one to call
When our thoughts are so numb and our feelings unsure
We all have emptiness inside
We all have answers to find
But you can't win this fight

[Bridge]
Gunning for you and all mankind
I've lost my mind
Psychotic rabid dementia
I won't be fine

[Verse 3]
I see you're a king who's been dethroned
Cast out in a world you've never known
Stand down, place your weapons by your side
It's our war, in the end we'll surely lose but that's alright

[Pre-Chorus 3]
So have you figured it out now?
So have you figured it out?

[Chorus]
And in a way it seems there's no one to call
When our thoughts are so numb and our feelings unsure
We all have emptiness inside
We all have answers to find
But you can't win this fight

[Outro]
Deep inside where nothing's fine
I've lost my mind
You're not invited
So step aside
I've lost my
Deep inside where nothing's fine
I've lost my mind
You're not invited
So step aside
I've lost my"
1375,RadioactiveKings Of Leon,"[Verse:]
When the roll is called up yonder
I hope you see me there
It's in the water, it's where you came from
It's in the water, it's where you came from
When the crowd begins to wonder
And they cry to see your face

[Chorus:]
It's in the water, it's in the story, of where you came from
Your sons and daughters, in all their glory, it's going to shape her
And when they clash and come together, and start rising
Just drink the water where you came from, where you came from

[Bridge:]
So the roll it was called from yonder
Never sold yourself away

[Chorus:]
It's in the water, it's in the story, of where you came from
Your sons and daughters, in all their glory, it's going to shape her
And when they clash and come together, and start rising
Just drink the water where you came from, where you came from

[Outro:]
It's in the water, it's where you came from
It's in the water, it's where you came from
And when they clash and come together, and start rising
Just drink the water, where you came from, where you came from"
