Title,Artist
Let You Be Right,Meghan Trainor
Fake Love,BTS
Nevermind,Dennis Lloyd
All The Stars,Kendrick Lamar & SZA
I'm A Mess,Bebe Rexha
Almost Love,Sabrina Carpenter
Team,Noah Cyrus & MAX
Girls Like You,Maroon 5 Featuring Cardi B
Friends,Marshmello & Anne-Marie
Delicate,Taylor Swift
No Tears Left To Cry,Ariana Grande
Psycho,Post Malone Featuring Ty Dolla $ign
Better Now,Post Malone
I Like It,"Cardi B, Bad Bunny & J Balvin"
Mine,Bazzi
Love Lies,Khalid & Normani
One Kiss,Calvin Harris & Dua Lipa
Back To You,Selena Gomez
I Like Me Better,Lauv
Youngblood,5 Seconds Of Summer
The Middle,"Zedd, Maren Morris & Grey"
Never Be The Same,Camila Cabello
In My Blood,Shawn Mendes
Growing Pains,Alessia Cara
In My Feelings,Drake
Nice For What,Drake
Don't Go Breaking My Heart,Backstreet Boys
Remind Me To Forget,Kygo Featuring Miguel
I'm A Mess,Bebe Rexha
Bed,Nicki Minaj Featuring Ariana Grande
Drew Barrymore,Bryce Vine
Lie,NF
Home With You,Madison Beer
God Is A Woman,Ariana Grande
Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B
Let You Be Right,Meghan Trainor
Nevermind,Dennis Lloyd
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone
Lucid Dreams,Juice WRLD
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
All Night,Big Boi
The Way I Am,Charlie Puth
Solo,Clean Bandit Featuring Demi Lovato
SoulMate,Justin Timberlake
Boo'd Up,Ella Mai
Almost Love,Sabrina Carpenter
Eastside,"benny blanco, Halsey & Khalid"
Girls Like You,Maroon 5 Featuring Cardi B
Better Now,Post Malone
Love Lies,Khalid & Normani
I Like It,"Cardi B, Bad Bunny & J Balvin"
Back To You,Selena Gomez
In My Feelings,Drake
Youngblood,5 Seconds Of Summer
No Tears Left To Cry,Ariana Grande
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
Delicate,Taylor Swift
Psycho,Post Malone Featuring Ty Dolla $ign
Mine,Bazzi
Friends,Marshmello & Anne-Marie
God Is A Woman,Ariana Grande
One Kiss,Calvin Harris & Dua Lipa
Remind Me To Forget,Kygo Featuring Miguel
Growing Pains,Alessia Cara
I'm A Mess,Bebe Rexha
Side Effects,The Chainsmokers Featuring Emily Warren
Lie,NF
Drew Barrymore,Bryce Vine
Home With You,Madison Beer
Lucid Dreams,Juice WRLD
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone
The Way I Am,Charlie Puth
Don't Go Breaking My Heart,Backstreet Boys
Eastside,"benny blanco, Halsey & Khalid"
Almost Love,Sabrina Carpenter
Natural,Imagine Dragons
Broken,lovelytheband
Nice For What,Drake
Beautiful,Bazzi Featuring Camila Cabello
Boo'd Up,Ella Mai
Happy Now,Zedd & Elley Duhe
Solo,Clean Bandit Featuring Demi Lovato
2002,Anne-Marie
Let You Be Right,Meghan Trainor
Taste,Tyga Featuring Offset
Rise,Jonas Blue Featuring Jack & Jack
Promises,Calvin Harris & Sam Smith
Youngblood,5 Seconds Of Summer
Love Lies,Khalid & Normani
Better Now,Post Malone
Girls Like You,Maroon 5 Featuring Cardi B
Back To You,Selena Gomez
God Is A Woman,Ariana Grande
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
I Like It,"Cardi B, Bad Bunny & J Balvin"
I'm A Mess,Bebe Rexha
Lucid Dreams,Juice WRLD
Natural,Imagine Dragons
In My Feelings,Drake
Lie,NF
Happier,Marshmello & Bastille
Eastside,"benny blanco, Halsey & Khalid"
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone
The Way I Am,Charlie Puth
Drew Barrymore,Bryce Vine
Beautiful,Bazzi Featuring Camila Cabello
Broken,lovelytheband
Almost Love,Sabrina Carpenter
Remind Me To Forget,Kygo Featuring Miguel
Promises,Calvin Harris & Sam Smith
Breathin,Ariana Grande
Taste,Tyga Featuring Offset
Good,e'
Side Effects,The Chainsmokers Featuring Emily Warren
Africa,Weezer
High Hopes,Panic! At The Disco
2002,Anne-Marie
Boo'd Up,Ella Mai
One Day,Logic Featuring Ryan Tedder
Thunderclouds,"Labrinth, Sia & Diplo Present... LSD"
Electricity,Silk City x Dua Lipa
Lost In Japan,Shawn Mendes X Zedd
Sicko Mode,Travis Scott
Song About You,Mike Posner
Body,Loud Luxury Featuring Brando
Only You,Cheat Codes & Little Mix
Happy Now,Zedd & Elley Duhe
Youngblood,5 Seconds Of Summer
God Is A Woman,Ariana Grande
Love Lies,Khalid & Normani
Girls Like You,Maroon 5 Featuring Cardi B
Better Now,Post Malone
Happier,Marshmello & Bastille
Lucid Dreams,Juice WRLD
Back To You,Selena Gomez
Lie,NF
I'm A Mess,Bebe Rexha
Eastside,"benny blanco, Halsey & Khalid"
Breathin,Ariana Grande
Natural,Imagine Dragons
Beautiful,Bazzi Featuring Camila Cabello
High Hopes,Panic! At The Disco
Broken,lovelytheband
Lost In Japan,Shawn Mendes X Zedd
Drew Barrymore,Bryce Vine
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone
Without Me,Halsey
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
Promises,Calvin Harris & Sam Smith
Electricity,Silk City x Dua Lipa
Taste,Tyga Featuring Offset
Thunderclouds,"Labrinth, Sia & Diplo Present... LSD"
Consequences,Camila Cabello
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee
Sicko Mode,Travis Scott
In My Feelings,Drake
Don't Matter To Me,Drake Featuring Michael Jackson
This Feeling,The Chainsmokers Featuring Kelsea Ballerini
Trust My Lonely,Alessia Cara
Body,Loud Luxury Featuring Brando
Shallow,Lady Gaga & Bradley Cooper
Better,Khalid
Be Alright,Dean Lewis
Song About You,Mike Posner
I Love It,Kanye West & Lil Pump
Tequila,Dan + Shay
My Blood,twenty one pilots
Happier,Marshmello & Bastille
High Hopes,Panic! At The Disco
Breathin,Ariana Grande
Youngblood,5 Seconds Of Summer
Love Lies,Khalid & Normani
Girls Like You,Maroon 5 Featuring Cardi B
Better Now,Post Malone
Lie,NF
Eastside,"benny blanco, Halsey & Khalid"
Without Me,Halsey
God Is A Woman,Ariana Grande
Lucid Dreams,Juice WRLD
Beautiful,Bazzi Featuring Camila Cabello
Broken,lovelytheband
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee
Lost In Japan,Shawn Mendes X Zedd
"Thank U, Next",Ariana Grande
Electricity,Silk City x Dua Lipa
Consequences,Camila Cabello
Sicko Mode,Travis Scott
Natural,Imagine Dragons
Thunderclouds,"Labrinth, Sia & Diplo Present... LSD"
Shallow,Lady Gaga & Bradley Cooper
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
This Feeling,The Chainsmokers Featuring Kelsea Ballerini
Better,Khalid
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
Don't Matter To Me,Drake Featuring Michael Jackson
Trust My Lonely,Alessia Cara
Be Alright,Dean Lewis
Tequila,Dan + Shay
8 Letters,Why Don't We
Body,Loud Luxury Featuring Brando
Ruin My Life,Zara Larsson
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"
Promises,Calvin Harris & Sam Smith
My Blood,twenty one pilots
In My Feelings,Drake
Waste It On Me,Steve Aoki Featuring BTS
MIA,Bad Bunny Featuring Drake
Side To Side,Ariana Grande Featuring Nicki Minaj
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
Scars To Your Beautiful,Alessia Cara
Closer,The Chainsmokers Featuring Halsey
Starboy,The Weeknd Featuring Daft Punk
Starving,Hailee Steinfeld & Grey Featuring Zedd
Let Me Love You,DJ Snake Featuring Justin Bieber
24K Magic,Bruno Mars
Bad Things,Machine Gun Kelly x Camila Cabello
Love On The Brain,Rihanna
The Greatest,Sia Featuring Kendrick Lamar
Heathens,twenty one pilots
This Town,Niall Horan
All Time Low,Jon Bellion
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
Black Beatles,Rae Sremmurd Featuring Gucci Mane
Mercy,Shawn Mendes
In The Name Of Love,Martin Garrix & Bebe Rexha
I Feel It Coming,The Weeknd Featuring Daft Punk
Water Under The Bridge,Adele
Love Me Now,John Legend
Fake Love,Drake
Blow Your Mind (Mwah),Dua Lipa
I Got You,Bebe Rexha
Guys My Age,Hey Violet
You're Not There,Lukas Graham
Slumber Party,Britney Spears Featuring Tinashe
Million Reasons,Lady Gaga
Say It,Flume Featuring Tove Lo
Kids,OneRepublic
Caroline,Amine
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
Words,Daya
Alarm,Anne-Marie
That's My Girl,Fifth Harmony
HandClap,Fitz And The Tantrums
All On You,Nick Fradiani
Broccoli,D.R.A.M. Featuring Lil Yachty
Rocka,e'
Way Down We Go,KALEO
Scars To Your Beautiful,Alessia Cara
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
Bad Things,Machine Gun Kelly x Camila Cabello
Side To Side,Ariana Grande Featuring Nicki Minaj
Starving,Hailee Steinfeld & Grey Featuring Zedd
Closer,The Chainsmokers Featuring Halsey
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
Love On The Brain,Rihanna
I Feel It Coming,The Weeknd Featuring Daft Punk
Starboy,The Weeknd Featuring Daft Punk
Shape Of You,Ed Sheeran
Let Me Love You,DJ Snake Featuring Justin Bieber
24K Magic,Bruno Mars
Mercy,Shawn Mendes
This Town,Niall Horan
Black Beatles,Rae Sremmurd Featuring Gucci Mane
All Time Low,Jon Bellion
Water Under The Bridge,Adele
Paris,The Chainsmokers
Fake Love,Drake
Love Me Now,John Legend
I Got You,Bebe Rexha
Guys My Age,Hey Violet
Rocka,e'
The Greatest,Sia Featuring Kendrick Lamar
You're Not There,Lukas Graham
Make Me (Cry),Noah Cyrus Featuring Labrinth
Say It,Flume Featuring Tove Lo
HandClap,Fitz And The Tantrums
Caroline,Amine
Words,Daya
Million Reasons,Lady Gaga
Slumber Party,Britney Spears Featuring Tinashe
In The Name Of Love,Martin Garrix & Bebe Rexha
Dancing On My Own,Calum Scott
Way Down We Go,KALEO
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
Blow Your Mind (Mwah),Dua Lipa
That's What I Like,Bruno Mars
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy
Shape Of You,Ed Sheeran
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
Love On The Brain,Rihanna
I Feel It Coming,The Weeknd Featuring Daft Punk
Paris,The Chainsmokers
That's What I Like,Bruno Mars
Mercy,Shawn Mendes
Rocka,e'
Chained To The Rhythm,Katy Perry Featuring Skip Marley
Down,Marian Hill
Bad Things,Machine Gun Kelly x Camila Cabello
Scars To Your Beautiful,Alessia Cara
It Ain't Me,Kygo x Selena Gomez
Cold,Maroon 5 Featuring Future
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
Issues,Julia Michaels
Million Reasons,Lady Gaga
Something Just Like This,The Chainsmokers & Coldplay
Stay,Zedd & Alessia Cara
Everyday,Ariana Grande Featuring Future
Say You Won't Let Go,James Arthur
Heavy,Linkin Park Featuring Kiiara
Green Light,Lorde
Make Me (Cry),Noah Cyrus Featuring Labrinth
Bounce Back,Big Sean
Call On Me,Starley
Water Under The Bridge,Adele
Thumbs,Sabrina Carpenter
Slide,Calvin Harris Featuring Frank Ocean & Migos
Fake Love,Drake
Cake,Flo Rida & 99 Percent
Scared To Be Lonely,Martin Garrix & Dua Lipa
Play That Song,Train
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
I Got You,Bebe Rexha
iSpy,KYLE Featuring Lil Yachty
Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj
Weak,AJR
Bad And Boujee,Migos Featuring Lil Uzi Vert
Shining,DJ Khaled Featuring Beyonce & JAY Z
That's What I Like,Bruno Mars
Shape Of You,Ed Sheeran
Paris,The Chainsmokers
Rocka,e'
It Ain't Me,Kygo x Selena Gomez
Something Just Like This,The Chainsmokers & Coldplay
Stay,Zedd & Alessia Cara
Cold,Maroon 5 Featuring Future
I Feel It Coming,The Weeknd Featuring Daft Punk
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
Issues,Julia Michaels
Say You Won't Let Go,James Arthur
Love On The Brain,Rihanna
Chained To The Rhythm,Katy Perry Featuring Skip Marley
Slide,Calvin Harris Featuring Frank Ocean & Migos
Sign Of The Times,Harry Styles
Heavy,Linkin Park Featuring Kiiara
Now Or Never,Halsey
iSpy,KYLE Featuring Lil Yachty
Call On Me,Starley
Castle On The Hill,Ed Sheeran
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld
Still Got Time,Zayn Featuring PARTYNEXTDOOR
Passionfruit,Drake
Cake,Flo Rida & 99 Percent
Down,Marian Hill
Scared To Be Lonely,Martin Garrix & Dua Lipa
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
Bounce Back,Big Sean
Play That Song,Train
I Love You,Axwell & Ingrosso Featuring Kid Ink
Weak,AJR
Believer,Imagine Dragons
Million Reasons,Lady Gaga
Good Life,G-Eazy & Kehlani
Kissing Strangers,DNCE Featuring Nicki Minaj
Green Light,Lorde
Human,Rag'n'Bone Man
The Cure,Lady Gaga
No Promises,Cheat Codes Featuring Demi Lovato
Something Just Like This,The Chainsmokers & Coldplay
That's What I Like,Bruno Mars
It Ain't Me,Kygo x Selena Gomez
Stay,Zedd & Alessia Cara
Shape Of You,Ed Sheeran
Say You Won't Let Go,James Arthur
Issues,Julia Michaels
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
Slide,Calvin Harris Featuring Frank Ocean & Migos
Castle On The Hill,Ed Sheeran
Now Or Never,Halsey
Sign Of The Times,Harry Styles
Rocka,e'
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
Passionfruit,Drake
Paris,The Chainsmokers
Heavy,Linkin Park Featuring Kiiara
There's Nothing Holdin' Me Back,Shawn Mendes
Cold,Maroon 5 Featuring Future
The Cure,Lady Gaga
Scared To Be Lonely,Martin Garrix & Dua Lipa
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
Believer,Imagine Dragons
Attention,Charlie Puth
iSpy,KYLE Featuring Lil Yachty
Slow Hands,Niall Horan
Malibu,Miley Cyrus
Kissing Strangers,DNCE Featuring Nicki Minaj
Play That Song,Train
Weak,AJR
Bad Liar,Selena Gomez
Human,Rag'n'Bone Man
No Promises,Cheat Codes Featuring Demi Lovato
Body Like A Back Road,Sam Hunt
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld
Humble.,Kendrick Lamar
Break My Heart,Hey Violet
Congratulations,Post Malone Featuring Quavo
Si Una Vez (If I Once),Play-N-Skillz Featuring Frankie J And Wisin & Leslie Grace or Becky G & Kap G
Cake,Flo Rida & 99 Percent
Stay,Zedd & Alessia Cara
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
It Ain't Me,Kygo x Selena Gomez
Something Just Like This,The Chainsmokers & Coldplay
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
That's What I Like,Bruno Mars
Issues,Julia Michaels
Say You Won't Let Go,James Arthur
Shape Of You,Ed Sheeran
Now Or Never,Halsey
Castle On The Hill,Ed Sheeran
There's Nothing Holdin' Me Back,Shawn Mendes
Believer,Imagine Dragons
Bad Liar,Selena Gomez
Sign Of The Times,Harry Styles
Malibu,Miley Cyrus
Slow Hands,Niall Horan
Attention,Charlie Puth
2U,David Guetta Featuring Justin Bieber
Crying In The Club,Camila Cabello
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign
Body Like A Back Road,Sam Hunt
The Cure,Lady Gaga
Strip That Down,Liam Payne Featuring Quavo
Slide,Calvin Harris Featuring Frank Ocean & Migos
Humble.,Kendrick Lamar
Cold,Maroon 5 Featuring Future
Redbone,Childish Gambino
Weak,AJR
No Promises,Cheat Codes Featuring Demi Lovato
Passionfruit,Drake
Down,Fifth Harmony Featuring Gucci Mane
Congratulations,Post Malone Featuring Quavo
Swish Swish,Katy Perry Featuring Nicki Minaj
Most Girls,Hailee Steinfeld
Versace On The Floor,Bruno Mars
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
Break My Heart,Hey Violet
1-800-273-8255,Logic Featuring Alessia Cara & Khalid
Slow Hands,Niall Horan
Strip That Down,Liam Payne Featuring Quavo
Attention,Charlie Puth
There's Nothing Holdin' Me Back,Shawn Mendes
Look What You Made Me Do,Taylor Swift
Feel It Still,Portugal. The Man
No Promises,Cheat Codes Featuring Demi Lovato
Believer,Imagine Dragons
Unforgettable,French Montana Featuring Swae Lee
Sorry Not Sorry,Demi Lovato
Friends,Justin Bieber + BloodPop
1-800-273-8255,Logic Featuring Alessia Cara & Khalid
What Lovers Do,Maroon 5 Featuring SZA
Praying,Kesha
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
What About Us,P!nk
Too Good At Good,es'
Bad At Love,Halsey
Glorious,Macklemore Featuring Skylar Grey
Fetish,Selena Gomez Featuring Gucci Mane
...Ready For It?,Taylor Swift
Body Like A Back Road,Sam Hunt
Lights Down Low,MAX Featuring gnash
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
New Rules,Dua Lipa
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo"
Mi Gente,J Balvin & Willy William Featuring Beyonce
Thunder,Imagine Dragons
Love So Soft,Kelly Clarkson
Location,Khalid
Havana,Camila Cabello Featuring Young Thug
Why,Sabrina Carpenter
Something Different,Why Don't We
Hoodie,Hey Violet
Redbone,Childish Gambino
Two Ghosts,Harry Styles
Bodak Yellow (Money Moves),Cardi B
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
Do Re Mi,blackbear
Would You Mind,PRETTYMUCH
Sorry Not Sorry,Demi Lovato
Feel It Still,Portugal. The Man
Strip That Down,Liam Payne Featuring Quavo
1-800-273-8255,Logic Featuring Alessia Cara & Khalid
Attention,Charlie Puth
Slow Hands,Niall Horan
Look What You Made Me Do,Taylor Swift
What Lovers Do,Maroon 5 Featuring SZA
Unforgettable,French Montana Featuring Swae Lee
No Promises,Cheat Codes Featuring Demi Lovato
Praying,Kesha
Thunder,Imagine Dragons
There's Nothing Holdin' Me Back,Shawn Mendes
What About Us,P!nk
Too Good At Good,es'
Bad At Love,Halsey
Havana,Camila Cabello Featuring Young Thug
Perfect,Ed Sheeran
New Rules,Dua Lipa
...Ready For It?,Taylor Swift
Mi Gente,J Balvin & Willy William Featuring Beyonce
Lights Down Low,MAX Featuring gnash
Love So Soft,Kelly Clarkson
Rockstar,Post Malone Featuring 21 Savage
Bodak Yellow (Money Moves),Cardi B
How Long,Charlie Puth
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
Why,Sabrina Carpenter
Young Dumb & Broke,Khalid
Do Re Mi,blackbear
Good Old Days,Macklemore Featuring Kesha
Too Much To Ask,Niall Horan
Find You,Nick Jonas
He Like That,Fifth Harmony
Dusk Till Dawn,Zayn Featuring Sia
Friends,Justin Bieber + BloodPop
Location,Khalid
I Like Me Better,Lauv
Silence,Marshmello Featuring Khalid
Thunder,Imagine Dragons
Feel It Still,Portugal. The Man
Havana,Camila Cabello Featuring Young Thug
Sorry Not Sorry,Demi Lovato
What Lovers Do,Maroon 5 Featuring SZA
1-800-273-8255,Logic Featuring Alessia Cara & Khalid
Bad At Love,Halsey
Strip That Down,Liam Payne Featuring Quavo
Praying,Kesha
Perfect,Ed Sheeran
What About Us,P!nk
Too Good At Good,es'
Attention,Charlie Puth
...Ready For It?,Taylor Swift
New Rules,Dua Lipa
Rockstar,Post Malone Featuring 21 Savage
How Long,Charlie Puth
Mi Gente,J Balvin & Willy William Featuring Beyonce
Lights Down Low,MAX Featuring gnash
Wolves,Selena Gomez X Marshmello
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt
Good Old Days,Macklemore Featuring Kesha
Love So Soft,Kelly Clarkson
Too Much To Ask,Niall Horan
Young Dumb & Broke,Khalid
Let You Down,NF
Do Re Mi,blackbear
Bodak Yellow (Money Moves),Cardi B
Why,Sabrina Carpenter
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty
Look What You Made Me Do,Taylor Swift
End Game,Taylor Swift Featuring Ed Sheeran & Future
Dusk Till Dawn,Zayn Featuring Sia
Silence,Marshmello Featuring Khalid
Meant To Be,Bebe Rexha & Florida Georgia Line
I Like Me Better,Lauv
Feels Great,Cheat Codes Featuring Fetty Wap & CVBZ
New,Daya
Bedroom Floor,Liam Payne
Kiwi,Harry Styles
Sorry,Justin Bieber
Hello,Adele
Same Old Love,Selena Gomez
Here,Alessia Cara
On My Mind,Ellie Goulding
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
In The Night,The Weeknd
Stitches,Shawn Mendes
Hotline Bling,Drake
Confident,Demi Lovato
Perfect,One Direction
Wildest Dreams,Taylor Swift
Roses,The Chainsmokers Featuring Rozes
Hide Away,Daya
Ex's & Oh's,Elle King
Stressed Out,twenty one pilots
What Do You Mean?,Justin Bieber
The Hills,The Weeknd
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
Love Yourself,Justin Bieber
Used To Love You,Gwen Stefani
Cake By The Ocean,DNCE
Irresistible,Fall Out Boy
One Call Away,Charlie Puth
New Americana,Halsey
My House,Flo Rida
Focus,Ariana Grande
Hollow,Tori Kelly
Renegades,X Ambassadors
The Fix,Nelly Featuring Jeremih
679,Fetty Wap Featuring Remy Boyz
When We Were Young,Adele
White Iverson,Post Malone
Sugar,Robin Schulz Featuring Francesco Yates
Get Ugly,Jason Derulo
Zero,Chris Brown
Stand By You,Rachel Platten
Player,Tinashe Featuring Chris Brown
Can't Sleep Love,Pentatonix
Make Up,R. City Featuring Chloe Angelides
My House,Flo Rida
Stressed Out,twenty one pilots
Love Yourself,Justin Bieber
Hands To Myself,Selena Gomez
"Me, Myself & I",G-Eazy x Bebe Rexha
Cake By The Ocean,DNCE
Pillowtalk,Zayn
Work,Rihanna Featuring Drake
I Took A Pill In Ibiza,Mike Posner
Roses,The Chainsmokers Featuring Rozes
One Call Away,Charlie Puth
Sorry,Justin Bieber
No,Meghan Trainor
7 Years,Lukas Graham
Never Forget You,Zara Larsson & MNEK
Work From Home,Fifth Harmony Featuring Ty Dolla $ign
Middle,DJ Snake Featuring Bipolar Sunshine
Sugar,Robin Schulz Featuring Francesco Yates
New Romantics,Taylor Swift
In The Night,The Weeknd
Company,Justin Bieber
Something In The Way You Move,Ellie Goulding
Dangerous Woman,Ariana Grande
Youth,Troye Sivan
Wild Things,Alessia Cara
Sound Of Your Heart,Shawn Hook
Make Me Like You,Gwen Stefani
Something New,Zendaya Featuring Chris Brown
Stand By You,Rachel Platten
Let It Go,James Bay
Over And Over Again,Nathan Sykes Featuring Ariana Grande
Lost Boy,Ruth B
Stole The Show,Kygo Featuring Parson James
Die A Happy Man,Nelly
Don't Let Me Down,The Chainsmokers Featuring Daya
Victorious,Panic! At The Disco
When We Were Young,Adele
Rock Bottom,Hailee Steinfeld Featuring DNCE
Colors,Halsey
Coming Over,Dillon Francis & Kygo Featuring James Hersey
Pillowtalk,Zayn
I Took A Pill In Ibiza,Mike Posner
7 Years,Lukas Graham
"Me, Myself & I",G-Eazy x Bebe Rexha
Cake By The Ocean,DNCE
Love Yourself,Justin Bieber
No,Meghan Trainor
Work From Home,Fifth Harmony Featuring Ty Dolla $ign
My House,Flo Rida
Never Forget You,Zara Larsson & MNEK
Stressed Out,twenty one pilots
Dangerous Woman,Ariana Grande
Middle,DJ Snake Featuring Bipolar Sunshine
Don't Let Me Down,The Chainsmokers Featuring Daya
Hands To Myself,Selena Gomez
Close,Nick Jonas Featuring Tove Lo
Company,Justin Bieber
Wild Things,Alessia Cara
Youth,Troye Sivan
If It Ain't Love,Jason Derulo
Let It Go,James Bay
One Dance,Drake Featuring WizKid & Kyla
Work,Rihanna Featuring Drake
Lost Boy,Ruth B
Team,Iggy Azalea
Kiss It Better,Rihanna
Just Like Fire,P!nk
You Don't Own Me,Grace Featuring G-Eazy
Messin' Around,Pitbull Featuring Enrique Iglesias
Never Be Like You,Flume Featuring Kai
Make Me Like You,Gwen Stefani
Sugar,Robin Schulz Featuring Francesco Yates
New Romantics,Taylor Swift
Cheap Thrills,Sia Featuring Sean Paul
Ride,twenty one pilots
Victorious,Panic! At The Disco
Light It Up,Major Lazer Featuring Nyla & Fuse ODG
Rock Bottom,Hailee Steinfeld Featuring DNCE
Oui,Jeremih
"Sit Still, Look Pretty",Daya
Can't Stop The Feeling!,Justin Timberlake
Don't Let Me Down,The Chainsmokers Featuring Daya
One Dance,Drake Featuring WizKid & Kyla
Dangerous Woman,Ariana Grande
Work From Home,Fifth Harmony Featuring Ty Dolla $ign
This Is What You Came For,Calvin Harris Featuring Rihanna
I Took A Pill In Ibiza,Mike Posner
Let It Go,James Bay
Cheap Thrills,Sia Featuring Sean Paul
Close,Nick Jonas Featuring Tove Lo
Ride,twenty one pilots
Pillowtalk,Zayn
Just Like Fire,P!nk
7 Years,Lukas Graham
Kill Em With Kindness,Selena Gomez
Me Too,Meghan Trainor
Lost Boy,Ruth B
Don't Mind,Kent Jones
Never Forget You,Zara Larsson & MNEK
Wild Things,Alessia Cara
Panda,Desiigner
You Don't Own Me,Grace Featuring G-Eazy
Treat You Better,Shawn Mendes
Never Be Like You,Flume Featuring Kai
Toothbrush,DNCE
Send My Love (To Your New Lover),Adele
"Sit Still, Look Pretty",Daya
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez
Wherever I Go,OneRepublic
No Broken Hearts,Bebe Rexha Featuring Nicki Minaj
Like I Would,Zayn
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap
Gold,Kiiara
Brand New,Ben Rector
Needed Me,Rihanna
Messin' Around,Pitbull Featuring Enrique Iglesias
Sorry,Beyonce
Hymn For The Weekend,Coldplay
All About Us,Jordan Fisher
Too Good,Drake Featuring Rihanna
Cheap Thrills,Sia Featuring Sean Paul
This Is What You Came For,Calvin Harris Featuring Rihanna
Don't Let Me Down,The Chainsmokers Featuring Daya
One Dance,Drake Featuring WizKid & Kyla
Ride,twenty one pilots
Can't Stop The Feeling!,Justin Timberlake
Just Like Fire,P!nk
Don't Mind,Kent Jones
Treat You Better,Shawn Mendes
Dangerous Woman,Ariana Grande
Send My Love (To Your New Lover),Adele
Me Too,Meghan Trainor
I Took A Pill In Ibiza,Mike Posner
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap
Never Be Like You,Flume Featuring Kai
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez
Into You,Ariana Grande
Toothbrush,DNCE
Close,Nick Jonas Featuring Tove Lo
"Sit Still, Look Pretty",Daya
Needed Me,Rihanna
Gold,Kiiara
Too Good,Drake Featuring Rihanna
Make Me...,Britney Spears Featuring G-Eazy
Cold Water,Major Lazer Featuring Justin Bieber & MO
All About Us,Jordan Fisher
Mama Said,Lukas Graham
Wherever I Go,OneRepublic
Brand New,Ben Rector
For Free,DJ Khaled Featuring Drake
Hymn For The Weekend,Coldplay
Don't You Need Somebody,"RedOne Featuring Enrique Iglesias, R. City, Serayah & Shaggy"
Rise,Katy Perry
