Title,Artist
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
Bank Account,21 Savage
Congratulations,Post Malone Featuring Quavo
Redbone,Childish Gambino
Humble.,Kendrick Lamar
XO TOUR Llif3,Lil Uzi Vert
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
Rake It Up,Yo Gotti Featuring Nicki Minaj
Mask Off,Future
Loyalty.,Kendrick Lamar Featuring Rihanna
Versace On The Floor,Bruno Mars
Love Galore,SZA Featuring Travis Scott
Magnolia,Playboi Carti
1-800-273-8255,Logic Featuring Alessia Cara & Khalid
Everyday We Lit,YFN Lucci Featuring PnB Rock
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black
Slippery,Migos Featuring Gucci Mane
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko"
Young Dumb & Broke,Khalid
The Race,Tay-K
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy
Butterfly Effect,Travis Scott
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign
Do Re Mi,blackbear
DNA.,Kendrick Lamar
Love.,Kendrick Lamar Featuring Zacari
The Weekend,SZA
First Day Out,Tee Grizzley
Patty Cake,Kodak Black
B.E.D.,Jacquees
4 AM,2 Chainz Featuring Travis Scott
Privacy,Chris Brown
Something New,Wiz Khalifa Featuring Ty Dolla $ign
Perplexing Pegasus,Rae Sremmurd
Untouchable,YoungBoy Never Broke Again
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert
No Complaints,Metro Boomin Featuring Offset & Drake
Relationship,Young Thug Featuring Future
Its Every Night Sis,RiceGum Featuring Alissa Violet
You Da Baddest,Future Featuring Nicki Minaj
Marmalade,Macklemore Featuring Lil Yachty
No Smoke,YoungBoy Never Broke Again
Signs,Drake
No Fear,DeJ Loaf
4:44,JAY-Z
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo"
Bodak Yellow (Money Moves),Cardi B
Rockstar,Post Malone Featuring 21 Savage
1-800-273-8255,Logic Featuring Alessia Cara & Khalid
Unforgettable,French Montana Featuring Swae Lee
Rake It Up,Yo Gotti Featuring Nicki Minaj
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
Bank Account,21 Savage
That's What I Like,Bruno Mars
XO TOUR Llif3,Lil Uzi Vert
I Get The Bag,Gucci Mane Featuring Migos
Humble.,Kendrick Lamar
Young Dumb & Broke,Khalid
Love Galore,SZA Featuring Travis Scott
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
Loyalty.,Kendrick Lamar Featuring Rihanna
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy
Jocelyn Flores,XXXTENTACION
Do Re Mi,blackbear
The Weekend,SZA
The Race,Tay-K
Transportin,Kodak Black
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black
Butterfly Effect,Travis Scott
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj
Roll In Peace,Kodak Black Featuring XXXTENTACION
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko"
F**k Love,XXXTENTACION Featuring Trippie Redd
Curve,Gucci Mane Featuring The Weeknd
Sauce It Up,Lil Uzi Vert
Gucci Gang,Lil Pump
B.E.D.,Jacquees
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign
Relationship,Young Thug Featuring Future
Questions,Chris Brown
Everybody Dies In Their Nightmares,XXXTENTACION
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
These Heaux,Bhad Bhabie
No Complaints,Metro Boomin Featuring Offset & Drake
Versace On The Floor,Bruno Mars
Dark Queen,Lil Uzi Vert
Sky Walker,Miguel Featuring Travis Scott
Privacy,Chris Brown
Plain Jane,A$AP Ferg Featuring Nicki Minaj
No Smoke,YoungBoy Never Broke Again
Perplexing Pegasus,Rae Sremmurd
4 AM,2 Chainz Featuring Travis Scott
444+222,Lil Uzi Vert
Something New,Wiz Khalifa Featuring Ty Dolla $ign
Rockstar,Post Malone Featuring 21 Savage
Bodak Yellow (Money Moves),Cardi B
1-800-273-8255,Logic Featuring Alessia Cara & Khalid
Unforgettable,French Montana Featuring Swae Lee
I Get The Bag,Gucci Mane Featuring Migos
Bank Account,21 Savage
Rake It Up,Yo Gotti Featuring Nicki Minaj
Young Dumb & Broke,Khalid
Gucci Gang,Lil Pump
I Fall Apart,Post Malone
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
Do Re Mi,blackbear
Love Galore,SZA Featuring Travis Scott
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
The Weekend,SZA
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy
Butterfly Effect,Travis Scott
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj
Roll In Peace,Kodak Black Featuring XXXTENTACION
The Race,Tay-K
Plain Jane,A$AP Ferg Featuring Nicki Minaj
Jocelyn Flores,XXXTENTACION
Transportin,Kodak Black
Relationship,Young Thug Featuring Future
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko"
Curve,Gucci Mane Featuring The Weeknd
F**k Love,XXXTENTACION Featuring Trippie Redd
Go Flex,Post Malone
Sauce It Up,Lil Uzi Vert
High End,Chris Brown Featuring Future & Young Thug
Sky Walker,Miguel Featuring Travis Scott
B.E.D.,Jacquees
Let You Down,NF
Questions,Chris Brown
Too Hotty,"Quavo, Takeoff & Offset"
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert
No Promises,A Boogie Wit da Hoodie
Say A,A Boogie Wit da Hoodie
When We,Tank
Deserve,Kris Wu Featuring Travis Scott
Frick Da Police,RiceGum
Something New,Wiz Khalifa Featuring Ty Dolla $ign
Boss,Lil Pump
Versace On The Floor,Bruno Mars
Hi Bich,Bhad Bhabie
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign
Rockstar,Post Malone Featuring 21 Savage
Gucci Gang,Lil Pump
Bodak Yellow (Money Moves),Cardi B
1-800-273-8255,Logic Featuring Alessia Cara & Khalid
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
Walk On Water,Eminem Featuring Beyonce
MotorSport,"Migos, Nicki Minaj & Cardi B"
I Get The Bag,Gucci Mane Featuring Migos
Unforgettable,French Montana Featuring Swae Lee
Rake It Up,Yo Gotti Featuring Nicki Minaj
I Fall Apart,Post Malone
Bank Account,21 Savage
Young Dumb & Broke,Khalid
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj
The Weekend,SZA
Love.,Kendrick Lamar Featuring Zacari
Do Re Mi,blackbear
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy
Let You Down,NF
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
Plain Jane,A$AP Ferg Featuring Nicki Minaj
Ric Flair Drip,Offset & Metro Boomin
Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott"
Gummo,6ix9ine
Roll In Peace,Kodak Black Featuring XXXTENTACION
Sky Walker,Miguel Featuring Travis Scott
Wanted You,NAV Featuring Lil Uzi Vert
The Race,Tay-K
Candy Paint,Post Malone
Lemon,N*E*R*D & Rihanna
Rubbin Off The Paint,YBN Nahmir
F**k Love,XXXTENTACION Featuring Trippie Redd
Jocelyn Flores,XXXTENTACION
Relationship,Young Thug Featuring Future
Transportin,Kodak Black
Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo"
Sauce It Up,Lil Uzi Vert
Questions,Chris Brown
Betrayed,Lil Xan
The Plan,G-Eazy
Pick It Up,Famous Dex Featuring A$AP Rocky
Go Flex,Post Malone
Patek Water,Future & Young Thug Featuring Offset
No Smoke,YoungBoy Never Broke Again
When We,Tank
B.E.D.,Jacquees
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty
New Freezer,Rich The Kid Featuring Kendrick Lamar
My Choppa Hate N****s,21 Savage & Metro Boomin
Here,Alessia Cara
Hotline Bling,Drake
In The Night,The Weeknd
Jumpman,Drake & Future
Don't,Bryson Tiller
"Me, Myself & I",G-Eazy x Bebe Rexha
White Iverson,Post Malone
The Hills,The Weeknd
Antidote,Travis Scott
679,Fetty Wap Featuring Remy Boyz
Say It,Tory Lanez
Down In The DM,Yo Gotti Featuring Nicki Minaj
Exchange,Bryson Tiller
Again,Fetty Wap
Best Friend,Young Thug
Back To Sleep,Chris Brown
Do It Like Me,DLOW
Oui,Jeremih
Hit The Quan,iLoveMemphis
Back Up,DeJ Loaf Featuring Big Sean
2 Phones,Kevin Gates
Big Rings,Drake & Future
The Fix,Nelly Featuring Jeremih
Sorry Not Sorry,Bryson Tiller
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan
Really Really,Kevin Gates
WTF (Where They From),Missy Elliott Featuring Pharrell Williams
Watch Out,2 Chainz
Lean & Dabb,iLoveMemphis
Acquainted,The Weeknd
RGF Island,Fetty Wap
California,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino"
Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne
Stick Talk,Future
My Beyonce,Lil Durk & DeJ Loaf
Promise,Kid Ink Featuring Fetty Wap
A Tale Of 2 Citiez,J. Cole
Wanna Be Happy?,Kirk Franklin
Jugg,Fetty Wap Featuring Monty
Sorry,Rick Ross Featuring Chris Brown
March Madness,Future
1Hunnid,K Camp Featuring Fetty Wap
Let 'Em Know,Bryson Tiller
Diamonds Dancing,Drake & Future
Been That Way,Bryson Tiller
Weekend,Mac Miller Featuring Miguel
Pipe It Up,Migos
Cut It,O.T. Genasis Featuring Young Dolph
Right My Wrongs,Bryson Tiller
Milly Rock,2 Milly
Work,Rihanna Featuring Drake
"Me, Myself & I",G-Eazy x Bebe Rexha
In The Night,The Weeknd
Don't,Bryson Tiller
Down In The DM,Yo Gotti Featuring Nicki Minaj
Hotline Bling,Drake
Here,Alessia Cara
Jumpman,Drake & Future
The Hills,The Weeknd
Say It,Tory Lanez
Summer Sixteen,Drake
Antidote,Travis Scott
2 Phones,Kevin Gates
Exchange,Bryson Tiller
Oui,Jeremih
Back To Sleep,Chris Brown
Best Friend,Young Thug
Low Life,Future Featuring The Weeknd
Jimmy Choo,Fetty Wap
Really Really,Kevin Gates
Big Rings,Drake & Future
Needed Me,Rihanna
X Gon' Give It To Ya,DMX
Acquainted,The Weeknd
Sorry Not Sorry,Bryson Tiller
Might Be,DJ Luke Nasty
Watch Out,2 Chainz
Promise,Kid Ink Featuring Fetty Wap
Do It Like Me,DLOW
Bake Sale,Wiz Khalifa Featuring Travi$ Scott
Rise Up,Andra Day
Cut It,O.T. Genasis Featuring Young Dolph
Lean & Dabb,iLoveMemphis
WTF (Where They From),Missy Elliott Featuring Pharrell Williams
Saved,Ty Dolla $ign Featuring E-40
Formation,Beyonce
Desperado,Rihanna
Stick Talk,Future
Something New,Zendaya Featuring Chris Brown
Kiss It Better,Rihanna
Might Not,Belly Featuring The Weeknd
Fly S**t Only,Future
Consideration,Rihanna Featuring SZA
Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne
Xanny Family,Future
"Yeah, I Said It",Rihanna
All My Friends,Snakehips Featuring Tinashe & Chance The Rapper
Ain't No Time,Future
New Level,A$AP Ferg Featuring Future
Look At My Dab,Migos
Work,Rihanna Featuring Drake
"Me, Myself & I",G-Eazy x Bebe Rexha
2 Phones,Kevin Gates
Don't,Bryson Tiller
Down In The DM,Yo Gotti Featuring Nicki Minaj
Jumpman,Drake & Future
The Hills,The Weeknd
Oui,Jeremih
Hotline Bling,Drake
Back To Sleep,Chris Brown
Exchange,Bryson Tiller
Summer Sixteen,Drake
Panda,Desiigner
Low Life,Future Featuring The Weeknd
Say It,Tory Lanez
Here,Alessia Cara
In The Night,The Weeknd
Best Friend,Young Thug
Really Really,Kevin Gates
Needed Me,Rihanna
Cut It,O.T. Genasis Featuring Young Dolph
Promise,Kid Ink Featuring Fetty Wap
Acquainted,The Weeknd
Jimmy Choo,Fetty Wap
Might Not,Belly Featuring The Weeknd
Might Be,DJ Luke Nasty
Saved,Ty Dolla $ign Featuring E-40
Something New,Zendaya Featuring Chris Brown
Sorry Not Sorry,Bryson Tiller
Untitled 02 l 06.23.2014.,Kendrick Lamar
Watch Out,2 Chainz
Stick Talk,Future
Body,Dreezy Featuring Jeremih
New Level,A$AP Ferg Featuring Future
Moolah,Young Greatness
Formation,Beyonce
March Madness,Future
All My Friends,Snakehips Featuring Tinashe & Chance The Rapper
Untitled 07 l Levitate,Kendrick Lamar
Do It Like Me,DLOW
Uber Everywhere,MadeinTYO
Permission,Ro James
Ill Mind Of Hopsin 8,Hopsin
Desperado,Rihanna
Look At My Dab,Migos
Sex With Me,Rihanna
Bake Sale,Wiz Khalifa Featuring Travi$ Scott
Lean & Dabb,iLoveMemphis
Love Yourz,J. Cole
Kiss It Better,Rihanna
Panda,Desiigner
One Dance,Drake Featuring WizKid & Kyla
Work,Rihanna Featuring Drake
"Me, Myself & I",G-Eazy x Bebe Rexha
Purple Rain,Prince And The Revolution
Low Life,Future Featuring The Weeknd
2 Phones,Kevin Gates
When Doves Cry,Prince
Oui,Jeremih
Needed Me,Rihanna
Pop Style,Drake Featuring The Throne
Kiss,Prince And The Revolution
Little Red Corvette,Prince
Exchange,Bryson Tiller
Let's Go Crazy,Prince And The Revolution
Down In The DM,Yo Gotti Featuring Nicki Minaj
1999,Prince
Cut It,O.T. Genasis Featuring Young Dolph
Back To Sleep,Chris Brown
Famous,Kanye West
Promise,Kid Ink Featuring Fetty Wap
Father Stretch My Hands Pt. 1,Kanye West
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared"
Summer Sixteen,Drake
Really Really,Kevin Gates
Kiss It Better,Rihanna
Might Not,Belly Featuring The Weeknd
Wicked,Future
Body,Dreezy Featuring Jeremih
Uber Everywhere,MadeinTYO
Moolah,Young Greatness
Law,Yo Gotti Featuring E-40
Saved,Ty Dolla $ign Featuring E-40
Might Be,DJ Luke Nasty
Pt. 2,Kanye West
Jimmy Choo,Fetty Wap
Waves,Kanye West
New Level,A$AP Ferg Featuring Future
Come And See Me,PARTYNEXTDOOR Featuring Drake
All My Friends,Snakehips Featuring Tinashe & Chance The Rapper
Ultralight Beam,Kanye West
Look Alive,Rae Sremmurd
Digits,Young Thug
By Chance,Rae Sremmurd
FML,Kanye West
Ran Off On Da Plug Twice,Plies
Addicted To My Ex,M-City J.R.
Sex With Me,Rihanna
Permission,Ro James
Order More,G-Eazy Featuring Starrah
One Dance,Drake Featuring WizKid & Kyla
Panda,Desiigner
Work,Rihanna Featuring Drake
Needed Me,Rihanna
"Me, Myself & I",G-Eazy x Bebe Rexha
Low Life,Future Featuring The Weeknd
Controlla,Drake
Pop Style,Drake Featuring The Throne
Oui,Jeremih
2 Phones,Kevin Gates
Don't Mind,Kent Jones
My Boo,Ghost Town DJ's
Too Good,Drake Featuring Rihanna
Hype,Drake
Sorry,Beyonce
Cut It,O.T. Genasis Featuring Young Dolph
Still Here,Drake
Grammys,Drake Featuring Future
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared"
Childs Play,Drake
With You,Drake Featuring PARTYNEXTDOOR
9,Drake
Feel No Ways,Drake
Wicked,Future
Formation,Beyonce
U With Me?,Drake
Body,Dreezy Featuring Jeremih
Uber Everywhere,MadeinTYO
Hold Up,Beyonce
Fire & Desire,Drake
Kiss It Better,Rihanna
Might Not,Belly Featuring The Weeknd
Redemption,Drake
Weston Road Flows,Drake
Keep The Family Close,Drake
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz
Law,Yo Gotti Featuring E-40
Faithful,Drake Featuring Pimp C & dvsn
THat Part,ScHoolboy Q Featuring Kanye West
Blessings,Chance The Rapper Featuring Ty Dolla $ign
Moolah,Young Greatness
Promise,Kid Ink Featuring Fetty Wap
Views,Drake
Famous,Kanye West
All We Got,Chance The Rapper Featuring Kanye West & Chicago Children's Choir
Wake Up,Fetty Wap
Father Stretch My Hands Pt. 1,Kanye West
Juke Jam,Chance The Rapper Featuring Justin Bieber & Towkio
Mixtape,Chance The Rapper Featuring Young Thug & Lil Yachty
6 Inch,Beyonce Featuring The Weeknd
One Dance,Drake Featuring WizKid & Kyla
Needed Me,Rihanna
Don't Mind,Kent Jones
Panda,Desiigner
Controlla,Drake
For Free,DJ Khaled Featuring Drake
Too Good,Drake Featuring Rihanna
Work,Rihanna Featuring Drake
I Got The Keys,DJ Khaled Featuring Jay Z & Future
Sorry,Beyonce
Low Life,Future Featuring The Weeknd
Broccoli,D.R.A.M. Featuring Lil Yachty
THat Part,ScHoolboy Q Featuring Kanye West
Wicked,Future
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared"
My PYT,Wale
Luv,Tory Lanez
No Limit,Usher Featuring Young Thug
Uber Everywhere,MadeinTYO
Wake Up,Fetty Wap
Famous,Kanye West
Pop Style,Drake Featuring The Throne
Lockjaw,French Montana Featuring Kodak Black
Money Longer,Lil Uzi Vert
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Why You Always Hatin?,YG Featuring Drake & Kamaiyah
No Shopping,French Montana Featuring Drake
You Was Right,Lil Uzi Vert
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz
Childs Play,Drake
"Wat U Mean (Aye, Aye, Aye)",Dae Dae
Sex With Me,Rihanna
Come And See Me,PARTYNEXTDOOR Featuring Drake
Father Stretch My Hands Pt. 1,Kanye West
Still Here,Drake
1 Night,Lil Yachty
Hype,Drake
Grammys,Drake Featuring Future
Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner"
Look Alive,Rae Sremmurd
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo
Drifting,G-Eazy Featuring Chris Brown & Tory Lanez
Grass Ain't Greener,Chris Brown
Rise Up,Andra Day
With You,Drake Featuring PARTYNEXTDOOR
In Common,Alicia Keys
Nothing Is Promised,Mike WiLL Made-It x Rihanna
Permission,Ro James
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin"
I'm The Man,50 Cent Featuring Sonny Digital Or Chris Brown
One Dance,Drake Featuring WizKid & Kyla
Needed Me,Rihanna
Too Good,Drake Featuring Rihanna
For Free,DJ Khaled Featuring Drake
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Panda,Desiigner
Broccoli,D.R.A.M. Featuring Lil Yachty
Controlla,Drake
Luv,Tory Lanez
Don't Mind,Kent Jones
No Limit,Usher Featuring Young Thug
Tiimmy Turner,Desiigner
Gangsta,Kehlani
I Got The Keys,DJ Khaled Featuring Jay Z & Future
THat Part,ScHoolboy Q Featuring Kanye West
My PYT,Wale
Wicked,Future
Sorry,Beyonce
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared"
Money Longer,Lil Uzi Vert
Come And See Me,PARTYNEXTDOOR Featuring Drake
"Wat U Mean (Aye, Aye, Aye)",Dae Dae
No Shopping,French Montana Featuring Drake
Why You Always Hatin?,YG Featuring Drake & Kamaiyah
Father Stretch My Hands Pt. 1,Kanye West
Look Alive,Rae Sremmurd
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks
Lockjaw,French Montana Featuring Kodak Black
Pop Style,Drake Featuring The Throne
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
You Was Right,Lil Uzi Vert
1 Night,Lil Yachty
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin"
Sex With Me,Rihanna
Wake Up,Fetty Wap
X,21 Savage & Metro Boomin Featuring Future
Grass Ain't Greener,Chris Brown
Childs Play,Drake
Nothing Is Promised,Mike WiLL Made-It x Rihanna
Black Beatles,Rae Sremmurd Featuring Gucci Mane
Caroline,Amine
Key To The Streets,YFN Lucci Featuring Migos & Trouble
OOOUUU,Young M.A
Not Nice,PARTYNEXTDOOR
Devastated,Joey Bada$$
Still Here,Drake
Permission,Ro James
Don't Know How,PARTYNEXTDOOR
Needed Me,Rihanna
Broccoli,D.R.A.M. Featuring Lil Yachty
One Dance,Drake Featuring WizKid & Kyla
Too Good,Drake Featuring Rihanna
Luv,Tory Lanez
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Panda,Desiigner
For Free,DJ Khaled Featuring Drake
Controlla,Drake
Tiimmy Turner,Desiigner
No Limit,Usher Featuring Young Thug
Fade,Kanye West
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks
Money Longer,Lil Uzi Vert
Father Stretch My Hands Pt. 1,Kanye West
Don't Mind,Kent Jones
I Got The Keys,DJ Khaled Featuring Jay Z & Future
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz
THat Part,ScHoolboy Q Featuring Kanye West
OOOUUU,Young M.A
"Wat U Mean (Aye, Aye, Aye)",Dae Dae
Caroline,Amine
Gangsta,Kehlani
Deja Vu,Post Malone Featuring Justin Bieber
Why You Always Hatin?,YG Featuring Drake & Kamaiyah
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert
Come And See Me,PARTYNEXTDOOR Featuring Drake
1 Night,Lil Yachty
My PYT,Wale
Childs Play,Drake
Hold Up,Beyonce
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin"
Grass Ain't Greener,Chris Brown
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
Black Beatles,Rae Sremmurd Featuring Gucci Mane
No Shopping,French Montana Featuring Drake
X,21 Savage & Metro Boomin Featuring Future
You Was Right,Lil Uzi Vert
Lockjaw,French Montana Featuring Kodak Black
Key To The Streets,YFN Lucci Featuring Migos & Trouble
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
All Eyez,The Game Featuring Jeremih
Still Here,Drake
Goosebumps,Travis Scott
CRZY,Kehlani
Look Alive,Rae Sremmurd
Time For That,Kevin Gates
Wake Up,Fetty Wap
Ps & Qs,Lil Uzi Vert
Starboy,The Weeknd Featuring Daft Punk
Broccoli,D.R.A.M. Featuring Lil Yachty
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
Luv,Tory Lanez
OOOUUU,Young M.A
Black Beatles,Rae Sremmurd Featuring Gucci Mane
One Dance,Drake Featuring WizKid & Kyla
Needed Me,Rihanna
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Too Good,Drake Featuring Rihanna
Caroline,Amine
Tiimmy Turner,Desiigner
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz
Controlla,Drake
For Free,DJ Khaled Featuring Drake
No Limit,Usher Featuring Young Thug
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo
1 Night,Lil Yachty
X,21 Savage & Metro Boomin Featuring Future
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
Money Longer,Lil Uzi Vert
Come And See Me,PARTYNEXTDOOR Featuring Drake
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert
Fade,Kanye West
False Alarm,The Weeknd
Key To The Streets,YFN Lucci Featuring Migos & Trouble
You Was Right,Lil Uzi Vert
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin"
All Eyez,The Game Featuring Jeremih
Bad Things,Machine Gun Kelly x Camila Cabello
"Wat U Mean (Aye, Aye, Aye)",Dae Dae
Hold Up,Beyonce
CRZY,Kehlani
Gangsta,Kehlani
I Got The Keys,DJ Khaled Featuring Jay Z & Future
Lockjaw,French Montana Featuring Kodak Black
My Sh*t,A Boogie Wit da Hoodie
Goosebumps,Travis Scott
Love Me Now,John Legend
No Heart,21 Savage & Metro Boomin
Love On The Brain,Rihanna
What They Want,Russ
Look Alive,Rae Sremmurd
Grass Ain't Greener,Chris Brown
No Shopping,French Montana Featuring Drake
No Flockin,Kodak Black
Cranes In The Sky,Solange
Tru,Lloyd
Big Amount,2 Chainz Featuring Drake
Black Beatles,Rae Sremmurd Featuring Gucci Mane
Starboy,The Weeknd Featuring Daft Punk
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
Broccoli,D.R.A.M. Featuring Lil Yachty
Caroline,Amine
Fake Love,Drake
OOOUUU,Young M.A
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks
Used To This,Future Featuring Drake
One Dance,Drake Featuring WizKid & Kyla
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
X,21 Savage & Metro Boomin Featuring Future
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
Tiimmy Turner,Desiigner
Luv,Tory Lanez
Love Me Now,John Legend
Sneakin,Drake Featuring 21 Savage
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo
Bad Things,Machine Gun Kelly x Camila Cabello
Love On The Brain,Rihanna
1 Night,Lil Yachty
Come And See Me,PARTYNEXTDOOR Featuring Drake
You Was Right,Lil Uzi Vert
Bounce Back,Big Sean
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert
No Heart,21 Savage & Metro Boomin
Fade,Kanye West
Me And Your Mama,Childish Gambino
Look Alive,Rae Sremmurd
Bad And Boujee,Migos Featuring Lil Uzi Vert
We The People....,A Tribe Called Quest
Key To The Streets,YFN Lucci Featuring Migos & Trouble
What They Want,Russ
Litty,Meek Mill Featuring Tory Lanez
Selfish,PnB Rock
My Sh*t,A Boogie Wit da Hoodie
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin"
Goosebumps,Travis Scott
All Eyez,The Game Featuring Jeremih
No Flockin,Kodak Black
Gangsta,Kehlani
Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING
Red Opps,21 Savage
Big Amount,2 Chainz Featuring Drake
Hold Up,Beyonce
Jungle,A Boogie Wit da Hoodie
Thick Of It,Mary J. Blige
Deja Vu,Post Malone Featuring Justin Bieber
Cranes In The Sky,Solange
Erase Your Social,Lil Uzi Vert
I Don't F**k With You,Big Sean Featuring E-40
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"
Tuesday,I LOVE MAKONNEN Featuring Drake
No Type,Rae Sremmurd
7/11,Beyonce
Hot Boy,Bob
CoCo,O.T. Genasis
Beg For It,Iggy Azalea Featuring M0
Don't Tell 'Em,Jeremih Featuring YG
I Don't Mind,Usher Featuring Juicy J
Black Widow,Iggy Azalea Featuring Rita Ora
