,Title,Artist
857,Drew Barrymore,Bryce Vine
858,Beautiful,Bazzi
859,Broken,lovelytheband
860,Almost Love,Sabrina Carpenter
861,Remind Me To Forget,Kygo
862,Promises,Calvin Harris
863,Breathin,Ariana Grande
864,Taste,Tyga
865,Good,e'
866,Side Effects,The Chainsmokers
867,Africa,Weezer
868,High Hopes,Panic! At The Disco
869,2002,Anne-Marie
870,Boo'd Up,Ella Mai
871,One Day,Logic
872,Thunderclouds,"Labrinth, Sia"
873,Electricity,Silk City x Dua Lipa
874,Lost In Japan,Shawn Mendes
875,Sicko Mode,Travis Scott
876,Song About You,Mike Posner
877,Body,Loud Luxury
878,Only You,Cheat Codes
879,Happy Now,Zedd
880,Youngblood,5 Seconds Of Summer
881,God Is A Woman,Ariana Grande
882,Love Lies,Khalid
883,Girls Like You,Maroon 5
884,Better Now,Post Malone
885,Happier,Marshmello
886,Lucid Dreams,Juice WRLD
887,Back To You,Selena Gomez
888,Lie,NF
889,I'm A Mess,Bebe Rexha
890,Eastside,"benny blanco, Halsey"
891,Breathin,Ariana Grande
892,Natural,Imagine Dragons
893,Beautiful,Bazzi
894,High Hopes,Panic! At The Disco
895,Broken,lovelytheband
896,Lost In Japan,Shawn Mendes
897,Drew Barrymore,Bryce Vine
898,Jackie Chan,Tiesto
899,Without Me,Halsey
900,No Brainer,DJ Khaled
901,Promises,Calvin Harris
902,Electricity,Silk City x Dua Lipa
903,Taste,Tyga
904,Thunderclouds,"Labrinth, Sia"
905,Consequences,Camila Cabello
906,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone
907,Sicko Mode,Travis Scott
908,In My Feelings,Drake
909,Don't Matter To Me,Drake
910,This Feeling,The Chainsmokers
911,Trust My Lonely,Alessia Cara
912,Body,Loud Luxury
913,Shallow,Lady Gaga
914,Better,Khalid
915,Be Alright,Dean Lewis
916,Song About You,Mike Posner
917,I Love It,Kanye West
918,Tequila,Dan + Shay
919,My Blood,twenty one pilots
920,Happier,Marshmello
921,High Hopes,Panic! At The Disco
922,Breathin,Ariana Grande
923,Youngblood,5 Seconds Of Summer
924,Love Lies,Khalid
925,Girls Like You,Maroon 5
926,Better Now,Post Malone
927,Lie,NF
928,Eastside,"benny blanco, Halsey"
929,Without Me,Halsey
930,God Is A Woman,Ariana Grande
931,Lucid Dreams,Juice WRLD
932,Beautiful,Bazzi
933,Broken,lovelytheband
934,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone
935,Lost In Japan,Shawn Mendes
936,"Thank U, Next",Ariana Grande
937,Electricity,Silk City x Dua Lipa
938,Consequences,Camila Cabello
939,Sicko Mode,Travis Scott
940,Natural,Imagine Dragons
941,Thunderclouds,"Labrinth, Sia"
942,Shallow,Lady Gaga
943,Taki Taki,DJ Snake
944,This Feeling,The Chainsmokers
945,Better,Khalid
946,Close To Me,Ellie Goulding
947,Don't Matter To Me,Drake
948,Trust My Lonely,Alessia Cara
949,Be Alright,Dean Lewis
950,Tequila,Dan + Shay
951,8 Letters,Why Don't We
952,Body,Loud Luxury
953,Ruin My Life,Zara Larsson
954,No Brainer,DJ Khaled
955,Promises,Calvin Harris
956,My Blood,twenty one pilots
957,In My Feelings,Drake
958,Waste It On Me,Steve Aoki
959,MIA,Bad Bunny
960,Side To Side,Ariana Grande
961,Don't Wanna Know,Maroon 5
962,Scars To Your Beautiful,Alessia Cara
963,Closer,The Chainsmokers
964,Starboy,The Weeknd
965,Starving,Hailee Steinfeld
966,Let Me Love You,DJ Snake
967,24K Magic,Bruno Mars
968,Bad Things,Machine Gun Kelly x Camila Cabello
969,Love On The Brain,Rihanna
970,The Greatest,Sia
971,Heathens,twenty one pilots
972,This Town,Niall Horan
973,All Time Low,Jon Bellion
974,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
975,Black Beatles,Rae Sremmurd
976,Mercy,Shawn Mendes
977,In The Name Of Love,Martin Garrix
978,I Feel It Coming,The Weeknd
979,Water Under The Bridge,Adele
980,Love Me Now,John Legend
981,Fake Love,Drake
982,Blow Your Mind (Mwah),Dua Lipa
983,I Got You,Bebe Rexha
984,Guys My Age,Hey Violet
985,You're Not There,Lukas Graham
986,Slumber Party,Britney Spears
987,Million Reasons,Lady Gaga
988,Say It,Flume
989,Kids,OneRepublic
990,Caroline,Amine
991,Do You Mind,DJ Khaled
992,Words,Daya
993,Alarm,Anne-Marie
994,That's My Girl,Fifth Harmony
995,HandClap,Fitz And The Tantrums
996,All On You,Nick Fradiani
997,Broccoli,D.R.A.M.
998,Rocka,e'
999,Way Down We Go,KALEO
1000,Scars To Your Beautiful,Alessia Cara
1001,Don't Wanna Know,Maroon 5
1002,Bad Things,Machine Gun Kelly x Camila Cabello
1003,Side To Side,Ariana Grande
1004,Starving,Hailee Steinfeld
1005,Closer,The Chainsmokers
1006,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
1007,Love On The Brain,Rihanna
1008,I Feel It Coming,The Weeknd
1009,Starboy,The Weeknd
1010,Shape Of You,Ed Sheeran
1011,Let Me Love You,DJ Snake
1012,24K Magic,Bruno Mars
1013,Mercy,Shawn Mendes
1014,This Town,Niall Horan
1015,Black Beatles,Rae Sremmurd
1016,All Time Low,Jon Bellion
1017,Water Under The Bridge,Adele
1018,Paris,The Chainsmokers
1019,Fake Love,Drake
1020,Love Me Now,John Legend
1021,I Got You,Bebe Rexha
1022,Guys My Age,Hey Violet
1023,Rocka,e'
1024,The Greatest,Sia
1025,You're Not There,Lukas Graham
1026,Make Me (Cry),Noah Cyrus
1027,Say It,Flume
1028,HandClap,Fitz And The Tantrums
1029,Caroline,Amine
1030,Words,Daya
1031,Million Reasons,Lady Gaga
1032,Slumber Party,Britney Spears
1033,In The Name Of Love,Martin Garrix
1034,Dancing On My Own,Calum Scott
1035,Way Down We Go,KALEO
1036,Do You Mind,DJ Khaled
1037,Blow Your Mind (Mwah),Dua Lipa
1038,That's What I Like,Bruno Mars
1039,Some Kind Of Drug,G-Eazy
1040,Shape Of You,Ed Sheeran
1041,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
1042,Love On The Brain,Rihanna
1043,I Feel It Coming,The Weeknd
1044,Paris,The Chainsmokers
1045,That's What I Like,Bruno Mars
1046,Mercy,Shawn Mendes
1047,Rocka,e'
1048,Chained To The Rhythm,Katy Perry
1049,Down,Marian Hill
1050,Bad Things,Machine Gun Kelly x Camila Cabello
1051,Scars To Your Beautiful,Alessia Cara
1052,It Ain't Me,Kygo x Selena Gomez
1053,Cold,Maroon 5
1054,Don't Wanna Know,Maroon 5
1055,Issues,Julia Michaels
1056,Million Reasons,Lady Gaga
1057,Something Just Like This,The Chainsmokers
1058,Stay,Zedd
1059,Everyday,Ariana Grande
1060,Say You Won't Let Go,James Arthur
1061,Heavy,Linkin Park
1062,Green Light,Lorde
1063,Make Me (Cry),Noah Cyrus
1064,Bounce Back,Big Sean
1065,Call On Me,Starley
1066,Water Under The Bridge,Adele
1067,Thumbs,Sabrina Carpenter
1068,Slide,Calvin Harris
1069,Fake Love,Drake
1070,Cake,Flo Rida
1071,Scared To Be Lonely,Martin Garrix
1072,Play That Song,Train
1073,Swalla,Jason Derulo
1074,I Got You,Bebe Rexha
1075,iSpy,KYLE
1076,Run Up,Major Lazer
1077,Weak,AJR
1078,Bad And Boujee,Migos
1079,Shining,DJ Khaled
1080,That's What I Like,Bruno Mars
1081,Shape Of You,Ed Sheeran
1082,Paris,The Chainsmokers
1083,Rocka,e'
1084,It Ain't Me,Kygo x Selena Gomez
1085,Something Just Like This,The Chainsmokers
1086,Stay,Zedd
1087,Cold,Maroon 5
1088,I Feel It Coming,The Weeknd
1089,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
1090,Issues,Julia Michaels
1091,Say You Won't Let Go,James Arthur
1092,Love On The Brain,Rihanna
1093,Chained To The Rhythm,Katy Perry
1094,Slide,Calvin Harris
1095,Sign Of The Times,Harry Styles
1096,Heavy,Linkin Park
1097,Now Or Never,Halsey
1098,iSpy,KYLE
1099,Call On Me,Starley
1100,Castle On The Hill,Ed Sheeran
1101,At My Best,Machine Gun Kelly
1102,Still Got Time,Zayn
1103,Passionfruit,Drake
1104,Cake,Flo Rida
1105,Down,Marian Hill
1106,Scared To Be Lonely,Martin Garrix
1107,Swalla,Jason Derulo
1108,Bounce Back,Big Sean
1109,Play That Song,Train
1110,I Love You,Axwell
1111,Weak,AJR
1112,Believer,Imagine Dragons
1113,Million Reasons,Lady Gaga
1114,Good Life,G-Eazy
1115,Kissing Strangers,DNCE
1116,Green Light,Lorde
1117,Human,Rag'n'Bone Man
1118,The Cure,Lady Gaga
1119,No Promises,Cheat Codes
1120,Something Just Like This,The Chainsmokers
1121,That's What I Like,Bruno Mars
1122,It Ain't Me,Kygo x Selena Gomez
1123,Stay,Zedd
1124,Shape Of You,Ed Sheeran
1125,Say You Won't Let Go,James Arthur
1126,Issues,Julia Michaels
1127,I'm The One,DJ Khaled
1128,Slide,Calvin Harris
1129,Castle On The Hill,Ed Sheeran
1130,Now Or Never,Halsey
1131,Sign Of The Times,Harry Styles
1132,Rocka,e'
1133,Despacito,Luis Fonsi
1134,Passionfruit,Drake
1135,Paris,The Chainsmokers
1136,Heavy,Linkin Park
1137,There's Nothing Holdin' Me Back,Shawn Mendes
1138,Cold,Maroon 5
1139,The Cure,Lady Gaga
1140,Scared To Be Lonely,Martin Garrix
1141,Swalla,Jason Derulo
1142,Believer,Imagine Dragons
1143,Attention,Charlie Puth
1144,iSpy,KYLE
1145,Slow Hands,Niall Horan
1146,Malibu,Miley Cyrus
1147,Kissing Strangers,DNCE
1148,Play That Song,Train
1149,Weak,AJR
1150,Bad Liar,Selena Gomez
1151,Human,Rag'n'Bone Man
1152,No Promises,Cheat Codes
1153,Body Like A Back Road,Sam Hunt
1154,At My Best,Machine Gun Kelly
1155,Humble.,Kendrick Lamar
1156,Break My Heart,Hey Violet
1157,Congratulations,Post Malone
1158,Si Una Vez (If I Once),Play-N-Skillz
1159,Cake,Flo Rida
1160,Stay,Zedd
1161,Despacito,Luis Fonsi
1162,It Ain't Me,Kygo x Selena Gomez
1163,Something Just Like This,The Chainsmokers
1164,I'm The One,DJ Khaled
1165,That's What I Like,Bruno Mars
1166,Issues,Julia Michaels
1167,Say You Won't Let Go,James Arthur
1168,Shape Of You,Ed Sheeran
1169,Now Or Never,Halsey
1170,Castle On The Hill,Ed Sheeran
1171,There's Nothing Holdin' Me Back,Shawn Mendes
1172,Believer,Imagine Dragons
1173,Bad Liar,Selena Gomez
1174,Sign Of The Times,Harry Styles
1175,Malibu,Miley Cyrus
1176,Slow Hands,Niall Horan
1177,Attention,Charlie Puth
1178,2U,David Guetta
1179,Crying In The Club,Camila Cabello
1180,Swalla,Jason Derulo
1181,Body Like A Back Road,Sam Hunt
1182,The Cure,Lady Gaga
1183,Strip That Down,Liam Payne
1184,Slide,Calvin Harris
1185,Humble.,Kendrick Lamar
1186,Cold,Maroon 5
1187,Redbone,Childish Gambino
1188,Weak,AJR
1189,No Promises,Cheat Codes
1190,Passionfruit,Drake
1191,Down,Fifth Harmony
1192,Congratulations,Post Malone
1193,Swish Swish,Katy Perry
1194,Most Girls,Hailee Steinfeld
1195,Versace On The Floor,Bruno Mars
1196,Wild Thoughts,DJ Khaled
1197,Feels,Calvin Harris
1198,Break My Heart,Hey Violet
1199,1-800-273-8255,Logic
1200,Slow Hands,Niall Horan
1201,Strip That Down,Liam Payne
1202,Attention,Charlie Puth
1203,There's Nothing Holdin' Me Back,Shawn Mendes
1204,Look What You Made Me Do,Taylor Swift
1205,Feel It Still,Portugal. The Man
1206,No Promises,Cheat Codes
1207,Believer,Imagine Dragons
1208,Unforgettable,French Montana
1209,Sorry Not Sorry,Demi Lovato
1210,Friends,Justin Bieber + BloodPop
1211,1-800-273-8255,Logic
1212,What Lovers Do,Maroon 5
1213,Praying,Kesha
1214,Wild Thoughts,DJ Khaled
1215,What About Us,P!nk
1216,Too Good At Good,es'
1217,Bad At Love,Halsey
1218,Glorious,Macklemore
1219,Fetish,Selena Gomez
1220,...Ready For It?,Taylor Swift
1221,Body Like A Back Road,Sam Hunt
1222,Lights Down Low,MAX
1223,Feels,Calvin Harris
1224,New Rules,Dua Lipa
1225,Know No Better,Major Lazer
1226,Mi Gente,J Balvin
1227,Thunder,Imagine Dragons
1228,Love So Soft,Kelly Clarkson
1229,Location,Khalid
1230,Havana,Camila Cabello
1231,Why,Sabrina Carpenter
1232,Something Different,Why Don't We
1233,Hoodie,Hey Violet
1234,Redbone,Childish Gambino
1235,Two Ghosts,Harry Styles
1236,Bodak Yellow (Money Moves),Cardi B
1237,Let Me Go,Hailee Steinfeld
1238,Do Re Mi,blackbear
1239,Would You Mind,PRETTYMUCH
1240,Sorry Not Sorry,Demi Lovato
1241,Feel It Still,Portugal. The Man
1242,Strip That Down,Liam Payne
1243,1-800-273-8255,Logic
1244,Attention,Charlie Puth
1245,Slow Hands,Niall Horan
1246,Look What You Made Me Do,Taylor Swift
1247,What Lovers Do,Maroon 5
1248,Unforgettable,French Montana
1249,No Promises,Cheat Codes
1250,Praying,Kesha
1251,Thunder,Imagine Dragons
1252,There's Nothing Holdin' Me Back,Shawn Mendes
1253,What About Us,P!nk
1254,Too Good At Good,es'
1255,Bad At Love,Halsey
1256,Havana,Camila Cabello
1257,Perfect,Ed Sheeran
1258,New Rules,Dua Lipa
1259,...Ready For It?,Taylor Swift
1260,Mi Gente,J Balvin
1261,Lights Down Low,MAX
1262,Love So Soft,Kelly Clarkson
1263,Rockstar,Post Malone
1264,Bodak Yellow (Money Moves),Cardi B
1265,How Long,Charlie Puth
1266,Wild Thoughts,DJ Khaled
1267,Let Me Go,Hailee Steinfeld
1268,Why,Sabrina Carpenter
1269,Young Dumb & Broke,Khalid
1270,Do Re Mi,blackbear
1271,Good Old Days,Macklemore
1272,Too Much To Ask,Niall Horan
1273,Find You,Nick Jonas
1274,He Like That,Fifth Harmony
1275,Dusk Till Dawn,Zayn
1276,Friends,Justin Bieber + BloodPop
1277,Location,Khalid
1278,I Like Me Better,Lauv
1279,Silence,Marshmello
1280,Thunder,Imagine Dragons
1281,Feel It Still,Portugal. The Man
1282,Havana,Camila Cabello
1283,Sorry Not Sorry,Demi Lovato
1284,What Lovers Do,Maroon 5
1285,1-800-273-8255,Logic
1286,Bad At Love,Halsey
1287,Strip That Down,Liam Payne
1288,Praying,Kesha
1289,Perfect,Ed Sheeran
1290,What About Us,P!nk
1291,Too Good At Good,es'
1292,Attention,Charlie Puth
1293,...Ready For It?,Taylor Swift
1294,New Rules,Dua Lipa
1295,Rockstar,Post Malone
1296,How Long,Charlie Puth
1297,Mi Gente,J Balvin
1298,Lights Down Low,MAX
1299,Wolves,Selena Gomez
1300,Let Me Go,Hailee Steinfeld
1301,Good Old Days,Macklemore
1302,Love So Soft,Kelly Clarkson
1303,Too Much To Ask,Niall Horan
1304,Young Dumb & Broke,Khalid
1305,Let You Down,NF
1306,Do Re Mi,blackbear
1307,Bodak Yellow (Money Moves),Cardi B
1308,Why,Sabrina Carpenter
1309,Faking It,Calvin Harris
1310,Look What You Made Me Do,Taylor Swift
1311,End Game,Taylor Swift
1312,Dusk Till Dawn,Zayn
1313,Silence,Marshmello
1314,Meant To Be,Bebe Rexha
1315,I Like Me Better,Lauv
1316,Feels Great,Cheat Codes
1317,New,Daya
1318,Bedroom Floor,Liam Payne
1319,Kiwi,Harry Styles
1320,Sorry,Justin Bieber
1321,Hello,Adele
1322,Same Old Love,Selena Gomez
1323,Here,Alessia Cara
1324,On My Mind,Ellie Goulding
1325,Like I'm Gonna Lose You,Meghan Trainor
1326,In The Night,The Weeknd
1327,Stitches,Shawn Mendes
1328,Hotline Bling,Drake
1329,Confident,Demi Lovato
1330,Perfect,One Direction
1331,Wildest Dreams,Taylor Swift
1332,Roses,The Chainsmokers
1333,Hide Away,Daya
1334,Ex's & Oh's,Elle King
1335,Stressed Out,twenty one pilots
1336,What Do You Mean?,Justin Bieber
1337,The Hills,The Weeknd
1338,I Know What You Did Last Summer,Shawn Mendes
1339,Love Yourself,Justin Bieber
1340,Used To Love You,Gwen Stefani
1341,Cake By The Ocean,DNCE
1342,Irresistible,Fall Out Boy
1343,One Call Away,Charlie Puth
1344,New Americana,Halsey
1345,My House,Flo Rida
1346,Focus,Ariana Grande
1347,Hollow,Tori Kelly
1348,Renegades,X Ambassadors
1349,The Fix,Nelly
1350,679,Fetty Wap
1351,When We Were Young,Adele
1352,White Iverson,Post Malone
1353,Sugar,Robin Schulz
1354,Get Ugly,Jason Derulo
1355,Zero,Chris Brown
1356,Stand By You,Rachel Platten
1357,Player,Tinashe
1358,Can't Sleep Love,Pentatonix
1359,Make Up,R. City
1360,My House,Flo Rida
1361,Stressed Out,twenty one pilots
1362,Love Yourself,Justin Bieber
1363,Hands To Myself,Selena Gomez
1364,"Me, Myself & I",G-Eazy x Bebe Rexha
1365,Cake By The Ocean,DNCE
1366,Pillowtalk,Zayn
1367,Work,Rihanna
1368,I Took A Pill In Ibiza,Mike Posner
1369,Roses,The Chainsmokers
1370,One Call Away,Charlie Puth
1371,Sorry,Justin Bieber
1372,No,Meghan Trainor
1373,7 Years,Lukas Graham
1374,Never Forget You,Zara Larsson
1375,Work From Home,Fifth Harmony
1376,Middle,DJ Snake
1377,Sugar,Robin Schulz
1378,New Romantics,Taylor Swift
1379,In The Night,The Weeknd
1380,Company,Justin Bieber
1381,Something In The Way You Move,Ellie Goulding
1382,Dangerous Woman,Ariana Grande
1383,Youth,Troye Sivan
1384,Wild Things,Alessia Cara
1385,Sound Of Your Heart,Shawn Hook
1386,Make Me Like You,Gwen Stefani
1387,Something New,Zendaya
1388,Stand By You,Rachel Platten
1389,Let It Go,James Bay
1390,Over And Over Again,Nathan Sykes
1391,Lost Boy,Ruth B
1392,Stole The Show,Kygo
1393,Die A Happy Man,Nelly
1394,Don't Let Me Down,The Chainsmokers
1395,Victorious,Panic! At The Disco
1396,When We Were Young,Adele
1397,Rock Bottom,Hailee Steinfeld
1398,Colors,Halsey
1399,Coming Over,Dillon Francis
1400,Pillowtalk,Zayn
1401,I Took A Pill In Ibiza,Mike Posner
1402,7 Years,Lukas Graham
1403,"Me, Myself & I",G-Eazy x Bebe Rexha
1404,Cake By The Ocean,DNCE
1405,Love Yourself,Justin Bieber
1406,No,Meghan Trainor
1407,Work From Home,Fifth Harmony
1408,My House,Flo Rida
1409,Never Forget You,Zara Larsson
1410,Stressed Out,twenty one pilots
1411,Dangerous Woman,Ariana Grande
1412,Middle,DJ Snake
1413,Don't Let Me Down,The Chainsmokers
1414,Hands To Myself,Selena Gomez
1415,Close,Nick Jonas
1416,Company,Justin Bieber
1417,Wild Things,Alessia Cara
1418,Youth,Troye Sivan
1419,If It Ain't Love,Jason Derulo
1420,Let It Go,James Bay
1421,One Dance,Drake
1422,Work,Rihanna
1423,Lost Boy,Ruth B
1424,Team,Iggy Azalea
1425,Kiss It Better,Rihanna
1426,Just Like Fire,P!nk
1427,You Don't Own Me,Grace
1428,Messin' Around,Pitbull
1429,Never Be Like You,Flume
1430,Make Me Like You,Gwen Stefani
1431,Sugar,Robin Schulz
1432,New Romantics,Taylor Swift
1433,Cheap Thrills,Sia
1434,Ride,twenty one pilots
1435,Victorious,Panic! At The Disco
1436,Light It Up,Major Lazer
1437,Rock Bottom,Hailee Steinfeld
1438,Oui,Jeremih
1439,"Sit Still, Look Pretty",Daya
1440,Can't Stop The Feeling!,Justin Timberlake
1441,Don't Let Me Down,The Chainsmokers
1442,One Dance,Drake
1443,Dangerous Woman,Ariana Grande
1444,Work From Home,Fifth Harmony
1445,This Is What You Came For,Calvin Harris
1446,I Took A Pill In Ibiza,Mike Posner
1447,Let It Go,James Bay
1448,Cheap Thrills,Sia
1449,Close,Nick Jonas
1450,Ride,twenty one pilots
1451,Pillowtalk,Zayn
1452,Just Like Fire,P!nk
1453,7 Years,Lukas Graham
1454,Kill Em With Kindness,Selena Gomez
1455,Me Too,Meghan Trainor
1456,Lost Boy,Ruth B
1457,Don't Mind,Kent Jones
1458,Never Forget You,Zara Larsson
1459,Wild Things,Alessia Cara
1460,Panda,Desiigner
1461,You Don't Own Me,Grace
1462,Treat You Better,Shawn Mendes
1463,Never Be Like You,Flume
1464,Toothbrush,DNCE
1465,Send My Love (To Your New Lover),Adele
1466,"Sit Still, Look Pretty",Daya
1467,We Don't Talk Anymore,Charlie Puth
1468,Wherever I Go,OneRepublic
1469,No Broken Hearts,Bebe Rexha
1470,Like I Would,Zayn
1471,All In My Head (Flex),Fifth Harmony
1472,Gold,Kiiara
1473,Brand New,Ben Rector
1474,Needed Me,Rihanna
1475,Messin' Around,Pitbull
1476,Sorry,Beyonce
1477,Hymn For The Weekend,Coldplay
1478,All About Us,Jordan Fisher
1479,Too Good,Drake
1480,Cheap Thrills,Sia
1481,This Is What You Came For,Calvin Harris
1482,Don't Let Me Down,The Chainsmokers
1483,One Dance,Drake
1484,Ride,twenty one pilots
1485,Can't Stop The Feeling!,Justin Timberlake
1486,Just Like Fire,P!nk
1487,Don't Mind,Kent Jones
1488,Treat You Better,Shawn Mendes
1489,Dangerous Woman,Ariana Grande
1490,Send My Love (To Your New Lover),Adele
1491,Me Too,Meghan Trainor
1492,I Took A Pill In Ibiza,Mike Posner
1493,All In My Head (Flex),Fifth Harmony
1494,Never Be Like You,Flume
1495,We Don't Talk Anymore,Charlie Puth
1496,Into You,Ariana Grande
1497,Toothbrush,DNCE
1498,Close,Nick Jonas
1499,"Sit Still, Look Pretty",Daya
1500,Needed Me,Rihanna
1501,Gold,Kiiara
1502,Too Good,Drake
1503,Make Me...,Britney Spears
1504,Cold Water,Major Lazer
1505,All About Us,Jordan Fisher
1506,Mama Said,Lukas Graham
1507,Wherever I Go,OneRepublic
1508,Brand New,Ben Rector
1509,For Free,DJ Khaled
1510,Hymn For The Weekend,Coldplay
1511,Don't You Need Somebody,RedOne
1512,Rise,Katy Perry
1513,Wild,Troye Sivan
1514,I Hate U I Love U,gnash
1515,This Girl,Kungs vs Cookin' On 3 Burners
1516,With You Tonight,Nicky Jam
1517,The Sound,The 1975
1518,Like I Would,Zayn
1519,You & Me,Marc E. Bassy
1520,Closer,The Chainsmokers
1521,Heathens,twenty one pilots
1522,Let Me Love You,DJ Snake
1523,Starboy,The Weeknd
1524,Treat You Better,Shawn Mendes
1525,Gold,Kiiara
1526,Cold Water,Major Lazer
1527,"Sit Still, Look Pretty",Daya
1528,I Hate U I Love U,gnash
1529,24K Magic,Bruno Mars
1530,Cheap Thrills,Sia
1531,Side To Side,Ariana Grande
1532,My Way,Calvin Harris
1533,Starving,Hailee Steinfeld
1534,Scars To Your Beautiful,Alessia Cara
1535,The Greatest,Sia
1536,Don't Wanna Know,Maroon 5
1537,Unsteady,X Ambassadors
1538,Luv,Tory Lanez
1539,All Time Low,Jon Bellion
1540,This Town,Niall Horan
1541,Hymn For The Weekend,Coldplay
1542,Too Good,Drake
1543,Sucker For Pain,"Lil Wayne, Wiz Khalifa"
1544,Into You,Ariana Grande
1545,In The Name Of Love,Martin Garrix
1546,That's My Girl,Fifth Harmony
1547,Capsize,Frenship
1548,All On You,Nick Fradiani
1549,Fade,Kanye West
1550,Broccoli,D.R.A.M.
1551,Greenlight,Pitbull
1552,Needed Me,Rihanna
1553,Ain't My Fault,Zara Larsson
1554,Love Me Now,John Legend
1555,Body Moves,DNCE
1556,This Girl,Kungs vs Cookin' On 3 Burners
1557,Blow Your Mind (Mwah),Dua Lipa
1558,Cool Girl,Tove Lo
1559,Love On The Brain,Rihanna
1560,Closer,The Chainsmokers
1561,Let Me Love You,DJ Snake
1562,Starboy,The Weeknd
1563,Side To Side,Ariana Grande
1564,Heathens,twenty one pilots
1565,I Hate U I Love U,gnash
1566,24K Magic,Bruno Mars
1567,Scars To Your Beautiful,Alessia Cara
1568,Starving,Hailee Steinfeld
1569,Don't Wanna Know,Maroon 5
1570,Unsteady,X Ambassadors
1571,The Greatest,Sia
1572,Cold Water,Major Lazer
1573,Gold,Kiiara
1574,Treat You Better,Shawn Mendes
1575,All Time Low,Jon Bellion
1576,This Town,Niall Horan
1577,In The Name Of Love,Martin Garrix
1578,Love On The Brain,Rihanna
1579,That's My Girl,Fifth Harmony
1580,Mercy,Shawn Mendes
1581,Bad Things,Machine Gun Kelly x Camila Cabello
1582,Broccoli,D.R.A.M.
1583,Greenlight,Pitbull
1584,Capsize,Frenship
1585,Love Me Now,John Legend
1586,Fade,Kanye West
1587,Ain't My Fault,Zara Larsson
1588,Blow Your Mind (Mwah),Dua Lipa
1589,Body Moves,DNCE
1590,Juju On That Beat (TZ Anthem),Zay Hilfigerrr
1591,Water Under The Bridge,Adele
1592,Kids,OneRepublic
1593,All On You,Nick Fradiani
1594,Black Beatles,Rae Sremmurd
1595,Guys My Age,Hey Violet
1596,Sucker For Pain,"Lil Wayne, Wiz Khalifa"
1597,Luv,Tory Lanez
1598,Lookin' Like That,Jordan Fisher
1599,Bailar,Deorro
1600,Uptown Funk!,Mark Ronson
1601,Blank Space,Taylor Swift
1602,Jealous,Nick Jonas
1603,I'm Not The Only One,Sam Smith
1604,Take Me To Church,Hozier
1605,Love Me Harder,Ariana Grande
1606,Lips Are Movin,Meghan Trainor
1607,Thinking Out Loud,Ed Sheeran
1608,The Heart Wants What It Wants,Selena Gomez
1609,The Hanging Tree,James Newton Howard
1610,Heroes (We Could Be),Alesso
1611,Animals,Maroon 5
1612,Prayer In C,Lillywood
1613,Ghost,Ella Henderson
1614,Centuries,Fall Out Boy
1615,Time Of Our Lives,Pitbull
1616,Stuck On A Feeling,Prince Royce
1617,I Lived,OneRepublic
1618,Blame,Calvin Harris
1619,Style,Taylor Swift
1620,Sledgehammer,Fifth Harmony
1621,Night Changes,One Direction
1622,Sugar,Maroon 5
1623,Outside,Calvin Harris
1624,Tuesday,I LOVE MAKONNEN
1625,I Don't Mind,Usher
1626,Love Me Like You Do,Ellie Goulding
1627,Riptide,Vance Joy
1628,All About It,Hoodie Allen
1629,Heartbeat Song,Kelly Clarkson
1630,She Knows,Ne-Yo
1631,What I Like About You,5 Seconds Of Summer
1632,I Don't F**k With You,Big Sean
1633,Can't Stop Dancin,Becky G
1634,Beg For It,Iggy Azalea
1635,Chains,Nick Jonas
1636,FourFiveSeconds,Rihanna
1637,Somebody,Natalie La Rose
1638,Talking Body,Tove Lo
1639,Stolen Dance,Milky Chance
1640,Uptown Funk!,Mark Ronson
1641,Thinking Out Loud,Ed Sheeran
1642,Take Me To Church,Hozier
1643,Style,Taylor Swift
1644,Lips Are Movin,Meghan Trainor
1645,Time Of Our Lives,Pitbull
1646,Blank Space,Taylor Swift
1647,Sugar,Maroon 5
1648,Prayer In C,Lillywood
1649,FourFiveSeconds,Rihanna
1650,Ghost,Ella Henderson
1651,Jealous,Nick Jonas
1652,Centuries,Fall Out Boy
1653,Love Me Like You Do,Ellie Goulding
1654,I'm Not The Only One,Sam Smith
1655,Outside,Calvin Harris
1656,Night Changes,One Direction
1657,I Don't Mind,Usher
1658,Love Me Harder,Ariana Grande
1659,She Knows,Ne-Yo
1660,Somebody,Natalie La Rose
1661,Chains,Nick Jonas
1662,Heartbeat Song,Kelly Clarkson
1663,One Last Time,Ariana Grande
1664,The Heart Wants What It Wants,Selena Gomez
1665,Riptide,Vance Joy
1666,Stuck On A Feeling,Prince Royce
1667,I Lived,OneRepublic
1668,Talking Body,Tove Lo
1669,Nobody Love,Tori Kelly
1670,G.D.F.R.,Flo Rida
1671,Truffle Butter,Nicki Minaj
1672,Lay Me Down,Sam Smith
1673,Masterpiece,Jessie J
1674,I Bet My Life,Imagine Dragons
1675,Living For Love,Madonna
1676,Bright,Echosmith
